"Item_Name","Item_Description","Food_Category","Calories","Total_Fat","Saturated_Fat","Trans_Fat","Cholesterol","Sodium","Potassium","Carbohydrates","Protein","Sugar","Dietary_Fiber","Calories_100g","Total_Fat_100g","Saturated_Fat_100g","Trans_Fat_100g","Cholesterol_100g","Sodium_100g","Potassium_100g","Carbohydrates_100g","Protein_100g","Sugar_100g","Dietary_Fiber_100g"
"Spinach Alfredo Pizza, Pan Crust, 1 Slice","Spinach Alfredo Pizza on Pan Crust w/ Spinach & Garlic Parmesan Alfredo Sauce & Mozzarella Cheese, 1 Slice, Papa's Meatless Specialties, Specialty, Pizza","Pizza",210,11,5,0,25,620,NA,18,8,2,1,194,10,5,0,23,574,NA,17,7,2,1
"Spinach Alfredo Chicken Tomato Pizza, Pan Crust, 1 Slice","Spinach Alfredo Chicken Tomato Pizza on Pan Crust, 1 Slice, Specialty, Pizza","Pizza",290,11,5,0,30,670,NA,34,12,2,2,236,9,4,0,24,545,NA,28,10,2,2
"Tuscan Six Cheese Pizza, Pan Crust","Tuscan Six Cheese Pizza on Pan Crust w/ Signature Pizza Sauce, Authentic Blend of Romano, Parmesan, Asiago, Provolone, Fontina, Mozzarella Cheese & Italian Herb Seasonings, 1 Slice, Papa's Meatless Specialties, Specialty, Pizza","Pizza",240,12,5,0,25,720,NA,20,11,3,1,194,10,4,0,20,581,NA,16,9,2,1
"The Works Pizza, Pan Crust","The Works Pizza on Pan Crust w/ Premium Pepperoni, Julienne Cut Canadian Bacon, Spicy Italian Sausage, Sliced Onions, Green Peppers, Crimini Mushrooms & Black Olives, 12 in, Papa's Signature Specialties, Specialty, Pizza","Pizza",240,13,5,0,30,780,NA,21,10,3,2,170,9,4,0,21,553,NA,15,7,2,1
"The Meats Pizza, Pan Crust","The Meats Pizza on Pan Crust w/ Premium Pepperoni, Savory Sausage, Real Beef, Bacon & Julienne Cut Canadian Bacon, 12 in, Papa's Signature Specialties, Specialty, Pizza","Pizza",260,15,6,0,35,870,NA,20,11,3,1,194,11,4,0,26,649,NA,15,8,2,1
"Spicy Italian Pizza, Pan Crust","Spicy Italian Pizza on Pan Crust w/ Double Portion of Italian Sausage, Premium Pepperoni, Mozzarella Cheese, Signature Pizza Sauce & Crushed Red Pepper, 12 in, Papa's Signature Specialties, Specialty, Pizza","Pizza",270,17,6,0,35,820,NA,20,10,3,2,201,13,4,0,26,612,NA,15,7,2,1
"BBQ Chicken Bacon Pizza, Pan Crust","BBQ Chicken Bacon Pizza on Pan Crust w/ Zesty BBQ Sauce, Grilled All White Chicken, Bacon & Sliced Onions, 12 in, Papa's Signature Specialties, Specialty, Pizza","Pizza",260,12,4.5,0,30,950,NA,27,12,8,2,177,8,3,0,20,646,NA,18,8,5,1
"Hawaiian BBQ Chicken Pizza, Original Crust, 8 in","Hawaiian BBQ Chicken Pizza on Original Crust w/ Bacon, Chicken, Onions & Pineapple, 8 in, Specialty, Pizza","Pizza",250,8,3.5,0,30,740,NA,32,12,9,1,217,7,3,0,26,643,NA,28,10,8,1
"Hawaiian BBQ Chicken Pizza, Pan Crust","Hawaiian BBQ Chicken Pizza on Pan Crust w/ Zesty BBQ Sauce, Bacon, Grilled All White Chicken, Sliced Onions & Pineapple Tidbits, 12 in, Papa's Signature Specialties, Specialty, Pizza","Pizza",270,12,4.5,0,30,950,NA,28,12,9,2,172,8,3,0,19,605,NA,18,8,6,1
"Hawaiian Chicken Pizza, Lighter Choice, Pan Dough Crust","Hawaiian Chicken Pizza on Pan Crust w/ Chicken & Pineapple, Lighter Choice, 12 in, Specialty, Pizza","Pizza",240,6,2,0,20,580,NA,35,11,4,1,212,5,2,0,18,513,NA,31,10,4,1
"Zesty Jalapeno Meats Pizza, Original Crust, Small","Zesty Jalapeno Meats Pizza on Original Crust w/ Premium Pepperoni, Spicy Italian Sausage, Sliced Jalapeno Peppers & Blend of Mozzarella, Parmesan & Romano Cheese, Small, Papa's Signature Specialties, Pizza","Pizza",230,10,4.5,0,20,650,NA,25,9,3,1,240,10,5,0,21,677,NA,26,9,3,1
"Zesty Jalapeno Meats Pizza, Original Crust, Medium","Zesty Jalapeno Meats Pizza on Original Crust w/ Premium Pepperoni, Spicy Italian Sausage, Sliced Jalapeno Peppers & Blend of Mozzarella, Parmesan & Romano Cheese, Medium, Papa's Signature Specialties, Pizza","Pizza",260,12,5,0,25,720,NA,27,11,3,1,250,12,5,0,24,692,NA,26,11,3,1
"Zesty Jalapeno Meats Pizza, Original Crust, Large","Zesty Jalapeno Meats Pizza on Original Crust w/ Premium Pepperoni, Spicy Italian Sausage, Sliced Jalapeno Peppers & Blend of Mozzarella, Parmesan & Romano Cheese, Large, Papa's Signature Specialties, Pizza","Pizza",360,16,7,0,35,1010,NA,38,15,4,2,245,11,5,0,24,687,NA,26,10,3,1
"Zesty Jalapeno Meats Pizza, Original Crust, Extra Large","Zesty Jalapeno Meats Pizza on Original Crust w/ Premium Pepperoni, Spicy Italian Sausage, Sliced Jalapeno Peppers & Blend of Mozzarella, Parmesan & Romano Cheese, Extra Large, Papa's Signature Specialties, Pizza","Pizza",380,17,7,0,35,1060,NA,41,15,5,2,244,11,4,0,22,679,NA,26,10,3,1
"Zesty Jalapeno Meats Pizza, Thin Crust, Large","Zesty Jalapeno Meats Pizza on Thin Crust w/ Premium Pepperoni, Spicy Italian Sausage, Sliced Jalapeno Peppers & Blend of Mozzarella, Parmesan & Romano Cheese, Large, Papa's Signature Specialties, Pizza","Pizza",300,18,7,0,35,670,NA,22,12,2,2,270,16,6,0,32,604,NA,20,11,2,2
"Buffalo Chicken Pizza, Pan Dough Crust","Buffalo Chicken Pizza on Pan Crust w/ Bacon, Chicken & Onions, 12 in, Specialty, Pizza","Pizza",360,17,5,0,35,910,NA,37,12,3,2,275,13,4,0,27,695,NA,28,9,2,2
"Pepperoni & Sausage Pizza, Original Crust, 8 in","Pepperoni & Sausage Pizza on Original Crust, 8 in, Specialty, Pizza","Pizza",250,13,5,0,30,650,NA,26,9,3,1,253,13,5,0,30,657,NA,26,9,3,1
"Pepperoni & Sausage Pizza, Original Crust, Small","Pepperoni & Sausage Pizza on Original Crust, Small, 10 in, Specialty, Pizza","Pizza",240,11,4.5,0,25,600,NA,26,8,3,1,255,12,5,0,27,638,NA,28,9,3,1
"Pepperoni & Sausage Pizza, Original Crust, Medium","Pepperoni & Sausage Pizza on Original Crust, Medium, 12 in, Specialty, Pizza","Pizza",260,13,5,0,25,650,NA,27,9,3,1,260,13,5,0,25,650,NA,27,9,3,1
"Pepperoni & Sausage Pizza, Original Crust, Large","Pepperoni & Sausage Pizza on Original Crust, Large, 14 in, Specialty, Pizza","Pizza",360,17,7,0,35,910,NA,38,13,5,2,254,12,5,0,25,641,NA,27,9,4,1
"Pepperoni & Sausage Pizza, Original Crust, Extra Large","Pepperoni & Sausage Pizza on Original Crust, Extra Large, 16 in, Specialty, Pizza","Pizza",370,17,7,0,35,940,NA,40,13,5,2,252,12,5,0,24,639,NA,27,9,3,1
"Pepperoni & Sausage Pizza, Pan Dough Crust","Pepperoni & Sausage Pizza on Pan Dough Crust, 12 in, Specialty, Pizza","Pizza",340,16,6,0,30,810,NA,36,11,3,2,262,12,5,0,23,623,NA,28,8,2,2
"Pepperoni & Sausage Pizza, Thin Crust, Large","Pepperoni & Sausage Pizza on Thin Crust, Large, 14 in, Specialty, Pizza","Pizza",310,20,8,0,40,750,NA,20,11,2,1,287,19,7,0,37,694,NA,19,10,2,1
"Classic Cheeseburger, Kids","Classic Cheeseburger on Brioche Style Hamburger Bun w/ Ground Angus Beef Patties, Sliced American Cheese & Whipped Butter Blend, Seniors & Kids, Kids Menu, Kid Perks Meals, Kids Perks Menu, Kids; Choice of Adding: 1 Side","Burgers",660,37,12,1.5,105,860,NA,41,30,8,1,317,18,6,1,50,413,NA,20,14,4,0
"The Classic Burger","The Classic Burger on Brioche Style Hamburger Bun w/ 6 oz Angus Burger, Leaf Lettuce, Red Onions, Pickles, Sliced Tomatoes & Whipped Butter Blend, Burgers & Chicken, Lunch & Dinners","Burgers",710,42,16,2,120,750,NA,44,36,10,1,205,12,5,1,35,216,NA,13,10,3,0
"The Classic Cheeseburger","The Classic Cheeseburger on Brioche Style Bun w/ 6 oz Angus Burger, Leaf Lettuce, Red Onions, Pickles Sliced Tomatoes & Whipped Butter Blend, Burgers & Chicken, Lunch & Dinners; Choice of Adding: American, Cheddar, Swiss or Pepper Jack Cheese & Fries, Tots, Garden Salad, Cup of Soup or Fruit","Burgers",700,42,16,2,120,660,NA,44,36,9,1,212,13,5,1,36,200,NA,13,11,3,0
"Sunrise Burger w/ French Fries","Sunrise Burger on Brioche Style Hamburger Bun w/ French Fries, 6 oz Angus Burger, Blended Soybean Oil, Large Fresh Eggs, Leaf Lettuce, Red Onions, Pickles, Sliced American Cheese, Sliced Tomatoes & Whipped Butter Blend, Great Plates, Specials","Burgers",1530,99,34,2,380,2100,NA,102,57,11,7,247,16,5,0,61,339,NA,16,9,2,1
"55+ Cheeseburger","55+ Cheeseburger w/ Brioche Style Hamburger Bun, Ground Angus Beef Patties,, Sliced American Cheese & Whipped Butter Blend, Seniors & Kids, 55 Lunch & Dinner; Choice of Adding: French Fries or Dinner Salad","Burgers",690,39,12,1.5,110,860,NA,41,32,8,1,314,18,5,1,50,391,NA,19,15,4,0
"55+ Hamburger","55+ Hamburger w/ Brioche Style Hamburger Bun, Ground Angus Beef Patties,, Whipped Butter Blend, Seniors & Kids, 55+ Lunch & Dinner; Choice of Adding: French Fries or Dinner Salad","Burgers",610,32,8,1.5,90,560,NA,40,27,7,1,307,16,4,1,45,281,NA,20,14,4,1
"Big Vinnie Cheese Pizza, Extra Large","Big Vinnie Cheese Pizza, Specialty Pizza, Pizzas, Extra Large","Pizza",450,17,9,0,55,1070,NA,54,20,3,3,268,10,5,0,33,637,NA,32,12,2,2
"Big Vinnie Pepperoni Pizza, Extra Large","Big Vinnie Pepperoni Pizza, Specialty Pizza, Pizzas, Extra Large","Pizza",480,20,9,0,60,1240,NA,53,21,3,3,282,12,5,0,35,729,NA,31,12,2,2
"Italiano Cheese Pizza, Large","Italiano Cheese Pizza, Specialty Pizza, Pizzas, Large","Pizza",350,12,6,0,35,830,NA,46,15,3,2,252,9,4,0,25,597,NA,33,11,2,1
"Italiano Pepperoni Pizza, Large","Italiano Pepperoni Pizza, Pizzas, Specialty Pizza, Large","Pizza",370,14,6,0,35,950,NA,46,15,3,2,264,10,4,0,25,679,NA,33,11,2,1
"Cheese Pizza on Skinny Crust, Large","Cheese Pizza on Skinny Crust, Pizza, Large","Pizza",190,9,5,0,30,420,NA,18,10,1,1,253,12,7,0,40,560,NA,24,13,1,1
"Cheese Pizza on Original Crust, Large","Cheese Pizza on Original Crust, Pizza, Large","Pizza",230,9,5,0,30,500,NA,25,11,2,1,261,10,6,0,34,568,NA,28,13,2,1
"Cheese Pizza on Pan Crust, Large","Cheese Pizza on Pan Crust, Pizza, Large","Pizza",300,11,6,0,35,670,NA,38,13,2,2,263,10,5,0,31,588,NA,33,11,2,2
"Chicken & Garlic Gourmet on Skinny Crust, Personal","Chicken & Garlic Gourmet on Skinny Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Personal","Pizza",140,7,3,0,25,350,NA,12,8,1,1,215,11,5,0,38,538,NA,18,12,2,2
"Chicken & Garlic Gourmet on Skinny Crust, Small","Chicken & Garlic Gourmet on Skinny Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Small","Pizza",200,10,4.5,0,30,480,NA,17,10,1,1,227,11,5,0,34,545,NA,19,11,1,1
"Chicken & Garlic Gourmet on Skinny Crust, Medium","Chicken & Garlic Gourmet on Skinny Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Medium","Pizza",230,12,5,0,40,580,NA,20,12,1,1,228,12,5,0,40,574,NA,20,12,1,1
"Chicken & Garlic Gourmet on Skinny Crust, Large","Chicken & Garlic Gourmet on Skinny Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Large","Pizza",220,11,5,0,35,540,NA,18,11,1,1,237,12,5,0,38,581,NA,19,12,1,1
"Chicken & Garlic Gourmet on Original Crust, Personal","Chicken & Garlic Gourmet on Original Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Personal","Pizza",160,7,3,0,25,400,NA,17,8,1,1,219,10,4,0,34,548,NA,23,11,1,1
"Chicken & Garlic Gourmet on Original Crust, Small","Chicken & Garlic Gourmet on Original Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Small","Pizza",230,10,4.5,0,30,560,NA,23,11,2,1,230,10,5,0,30,560,NA,23,11,2,1
"Chicken & Garlic Gourmet on Original Crust, Medium","Chicken & Garlic Gourmet on Original Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Medium","Pizza",270,12,5,0,40,670,NA,27,13,2,1,235,10,4,0,35,583,NA,23,11,2,1
"Chicken & Garlic Gourmet on Original Crust, Large","Chicken & Garlic Gourmet on Original Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Large","Pizza",250,11,5,0,35,620,NA,25,12,2,1,236,10,5,0,33,585,NA,24,11,2,1
"Chicken & Garlic Gourmet on Original Crust, Extra Large","Chicken & Garlic Gourmet on Original Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",240,11,5,0,35,600,NA,24,12,2,1,233,11,5,0,34,583,NA,23,12,2,1
"Chicken & Garlic Gourmet on Pan Crust, Personal","Chicken & Garlic Gourmet on Pan Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Personal","Pizza",220,8,3.5,0,25,530,NA,28,10,2,1,232,8,4,0,26,558,NA,29,11,2,1
"Chicken & Garlic Gourmet on Pan Crust, Small","Chicken & Garlic Gourmet on Pan Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Small","Pizza",320,12,5,0,35,750,NA,37,14,2,2,242,9,4,0,27,568,NA,28,11,2,2
"Chicken & Garlic Gourmet on Pan Crust, Medium","Chicken & Garlic Gourmet on Pan Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Medium","Pizza",360,14,6,0,45,870,NA,42,17,2,2,243,9,4,0,30,588,NA,28,11,1,1
"Chicken & Garlic Gourmet on Pan Crust, Large","Chicken & Garlic Gourmet on Pan Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Large","Pizza",340,13,6,0,40,810,NA,39,16,2,2,246,9,4,0,29,587,NA,28,12,1,1
"Chicken & Garlic Gourmet on Pan Crust, Extra Large","Chicken & Garlic Gourmet on Pan Crust w/ Grilled White Meat Chicken, Garlic, Mushrooms, Tomatoes, Red & Green Onions & Italian Herb Seasoning, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",340,13,6,0,40,810,NA,39,16,2,2,246,9,4,0,29,587,NA,28,12,1,1
"Gourmet Veggie on Skinny Crust, Personal","Gourmet Veggie on Skinny Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Personal","Pizza",130,6,3,0,15,350,NA,13,6,1,1,197,9,5,0,23,530,NA,20,9,2,2
"Gourmet Veggie on Skinny Crust, Small","Gourmet Veggie on Skinny Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Small","Pizza",180,9,4,0,25,460,NA,17,8,2,1,222,11,5,0,31,568,NA,21,10,2,1
"Gourmet Veggie on Skinny Crust, Medium","Gourmet Veggie on Skinny Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Medium","Pizza",220,11,5,0,25,560,NA,21,10,2,2,218,11,5,0,25,554,NA,21,10,2,2
"Gourmet Veggie on Skinny Crust, Large","Gourmet Veggie on Skinny Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Large","Pizza",200,10,4.5,0,25,540,NA,20,9,2,2,202,10,5,0,25,545,NA,20,9,2,2
"Gourmet Veggie on Original Crust, Personal","Gourmet Veggie on Original Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Personal","Pizza",160,7,3,0,15,400,NA,18,7,2,1,213,9,4,0,20,533,NA,24,9,3,1
"Gourmet Veggie on Original Crust, Small","Gourmet Veggie on Original Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Small","Pizza",220,9,4,0,25,530,NA,24,9,2,2,234,10,4,0,27,564,NA,26,10,2,2
"Gourmet Veggie on Original Crust, Medium","Gourmet Veggie on Original Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Medium","Pizza",260,11,5,0,25,650,NA,29,11,2,2,226,10,4,0,22,565,NA,25,10,2,2
"Gourmet Veggie on Original Crust, Large","Gourmet Veggie on Original Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Large","Pizza",240,10,4.5,0,25,620,NA,27,10,2,2,214,9,4,0,22,554,NA,24,9,2,2
"Gourmet Veggie on Original Crust, Extra Large","Gourmet Veggie on Original Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store","Pizza",230,10,4.5,0,25,600,NA,25,10,2,2,211,9,4,0,23,550,NA,23,9,2,2
"Gourmet Veggie on Pan Crust, Personal","Gourmet Veggie on Pan Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",210,7,3,0,15,540,NA,29,9,2,2,216,7,3,0,15,557,NA,30,9,2,2
"Gourmet Veggie on Pan Crust, Small","Gourmet Veggie on Pan Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Small, 1 Slice","Pizza",310,12,5,0,30,730,NA,38,13,2,2,244,9,4,0,24,575,NA,30,10,2,2
"Gourmet Veggie on Pan Crust, Medium","Gourmet Veggie on Pan Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",350,13,6,0,35,850,NA,43,14,3,3,236,9,4,0,24,574,NA,29,9,2,2
"Gourmet Veggie on Pan Crust, Large","Gourmet Veggie on Pan Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Large","Pizza",320,12,5,0,30,810,NA,41,13,3,3,222,8,3,0,21,563,NA,28,9,2,2
"Gourmet Veggie on Pan Crust, Extra Large","Gourmet Veggie on Pan Crust w/ Artichoke Hearts, Zucchini, Spinach, Mushrooms, Tomatoes, Garlic, Red & Green Onions & Creamy Garlic Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",320,12,6,0,30,810,NA,40,14,3,3,224,8,4,0,21,566,NA,28,10,2,2
"Guinevere's Garden Delight on Skinny Crust, Personal","Guinevere's Garden Delight on Skinny Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",120,5,2.5,0,15,270,NA,12,6,1,1,185,8,4,0,23,415,NA,18,9,2,2
"Guinevere's Garden Delight on Skinny Crust, Small","Guinevere's Garden Delight on Skinny Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Small, 1 Slice","Pizza",170,7,3.5,0,20,380,NA,17,8,2,1,183,8,4,0,22,409,NA,18,9,2,1
"Guinevere's Garden Delight on Skinny Crust, Medium","Guinevere's Garden Delight on Skinny Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",200,9,4,0,25,450,NA,21,9,2,2,183,8,4,0,23,413,NA,19,8,2,2
"Guinevere's Garden Delight on Skinny Crust, Large","Guinevere's Garden Delight on Skinny Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Large, 1 Slice","Pizza",180,8,4,0,25,420,NA,19,8,2,1,180,8,4,0,25,420,NA,19,8,2,1
"Guinevere's Garden Delight on Original Crust, Personal","Guinevere's Garden Delight on Original Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",140,6,2.5,0,15,320,NA,17,6,2,1,192,8,3,0,21,438,NA,23,8,3,1
"Guinevere's Garden Delight on Original Crust, Small","Guinevere's Garden Delight on Original Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Small, 1 Slice","Pizza",200,8,3.5,0,20,450,NA,24,9,2,2,190,8,3,0,19,429,NA,23,9,2,2
"Guinevere's Garden Delight on Original Crust, Medium","Guinevere's Garden Delight on Original Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",240,9,4,0,25,540,NA,28,10,3,2,195,7,3,0,20,439,NA,23,8,2,2
"Guinevere's Garden Delight on Original Crust, Large","Guinevere's Garden Delight on Original Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Large, 1 Slice","Pizza",220,8,4,0,25,500,NA,26,9,2,2,195,7,4,0,22,442,NA,23,8,2,2
"Guinevere's Garden Delight on Original Crust, Extra Large","Guinevere's Garden Delight on Original Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",210,8,4,0,25,490,NA,25,9,3,2,186,7,4,0,22,434,NA,22,8,3,2
"Guinevere's Garden Delight on Pan Crust, Personal","Guinevere's Garden Delight on Pan Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",200,6,2.5,0,15,450,NA,28,8,2,1,225,7,3,0,17,506,NA,31,9,2,1
"Guinevere's Garden Delight on Pan Crust, Small","Guinevere's Garden Delight on Pan Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Small, 1 Slice","Pizza",280,10,4.5,0,25,640,NA,37,12,3,2,217,8,3,0,19,496,NA,29,9,2,2
"Guinevere's Garden Delight on Pan Crust, Medium","Guinevere's Garden Delight on Pan Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Medium, 1 Slice","Pizza",320,11,5,0,30,720,NA,42,13,3,2,221,8,3,0,21,497,NA,29,9,2,1
"Guinevere's Garden Delight on Pan Crust, Large","Guinevere's Garden Delight on Pan Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Large, 1 Slice","Pizza",300,10,5,0,30,670,NA,39,12,3,2,224,7,4,0,22,500,NA,29,9,2,1
"Guinevere's Garden Delight on Pan Crust, Extra Large","Guinevere's Garden Delight on Pan Crust w/ Tomatoes, Mushrooms, Green Peppers, Onions, Black Olives & Zesty Red Sauce, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",300,10,5,0,30,680,NA,39,13,3,2,219,7,4,0,22,496,NA,28,9,2,1
"Hawaiian on Skinny Crust, Personal","Hawaiian on Skinny Crust w/ Tender Ham, Juicy Pineapple & Zesty Red Sauce, Specialty Pizza, Personal, 1 Slice","Pizza",120,5,2.5,0,20,330,NA,13,6,3,1,197,8,4,0,33,541,NA,21,10,5,2
"Hawaiian on Skinny Crust, Small","Hawaiian on Skinny Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Small, 1 Slice","Pizza",170,7,3.5,0,25,480,NA,18,9,4,1,198,8,4,0,29,558,NA,21,10,5,1
"Hawaiian on Skinny Crust, Medium","Hawaiian on Skinny Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Medium, 1 Slice","Pizza",210,8,4.5,0,30,550,NA,22,11,4,1,208,8,4,0,30,545,NA,22,11,4,1
"Hawaiian on Skinny Crust, Large","Hawaiian on Skinny Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Large, 1 Slice","Pizza",190,8,4,0,30,510,NA,20,10,4,1,204,9,4,0,32,548,NA,22,11,4,1
"Hawaiian on Original Crust, Personal","Hawaiian on Original Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Personal, 1 Slice","Pizza",150,5,3,0,20,380,NA,17,7,3,1,217,7,4,0,29,551,NA,25,10,4,1
"Hawaiian on Original Crust, Small","Hawaiian on Original Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Small, 1 Slice","Pizza",210,7,3.5,0,25,550,NA,25,10,4,1,212,7,4,0,25,556,NA,25,10,4,1
"Hawaiian on Original Crust, Medium","Hawaiian on Original Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Medium, 1 Slice","Pizza",240,9,4.5,0,30,640,NA,29,12,4,2,209,8,4,0,26,557,NA,25,10,3,2
"Hawaiian on Original Crust, Large","Hawaiian on Original Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Large","Pizza",220,8,4,0,30,590,NA,27,11,4,1,208,8,4,0,28,557,NA,25,10,4,1
"Hawaiian on Original Crust, Extra Large","Hawaiian on Original Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Extra Large, Participation May Vary By Store, 1 Slice","Pizza",220,8,4,0,30,580,NA,26,11,4,1,210,8,4,0,29,552,NA,25,10,4,1
"Hawaiian on Pan Crust, Personal","Hawaiian on Pan Crust w/ Tender Ham, Zesty Red Sauce & Juicy Pineapple, Specialty Pizza, Personal, 1 Slice","Pizza",200,6,3,0,20,500,NA,28,9,3,1,233,7,3,0,23,581,NA,33,10,3,1
