"year","gender","age","height_cm","waist_size_cm","inseam_cm","test_group","salary_self_report_in_k","months_active","num_purchases","amount_spent_annual"
2019,"woman",29,162,82,74,1,64.27,5,57,886.29
2022,"woman",40,167,91,72,1,81.57,3,37,907.62
2022,"woman",30,178,104,74,1,76.39,19,63,882.28
2022,"woman",22,168,97,72,1,65.55,17,37,1035.46
2020,"woman",44,160,95,75,1,67.99,2,75,777.85
2019,"woman",47,176,118,72,1,59.31,11,77,903.77
2022,"woman",28,164,94,72,1,91.24,12,86,1123.19
2019,"woman",35,171,99,73,1,44.09,18,65,664.78
2022,"woman",40,167,95,75,1,71.3,22,34,855.72
2020,"woman",28,163,108,72,1,70.67,16,27,889.77
2021,"woman",34,176,86,76,1,69.89,10,80,961.25
2022,"woman",42,170,91,76,1,63.62,5,71,999.98
2019,"man",26,174,89,76,1,67.54,6,9,673.3
2020,"woman",37,170,91,72,1,67.47,3,29,729.93
2021,"man",25,178,88,76,1,57.87,13,75,797.89
2022,"man",22,168,100,76,1,87.25,1,24,956.45
2021,"woman",33,170,109,76,1,79.14,12,95,1059.35
2020,"woman",30,167,84,74,1,72.51,10,31,942.33
2022,"woman",24,161,85,74,1,52.99,1,91,745.35
2019,"woman",33,180,105,70,1,71.63,1,69,519.25
2020,"woman",19,167,81,74,1,59.4,13,18,1153.21
2020,"woman",20,165,89,76,1,63.79,21,80,870.75
2021,"woman",43,175,94,77,1,82.74,4,72,927.73
2021,"man",26,166,97,75,1,49.17,0,91,706.38
2022,"woman",33,163,105,71,1,80.39,10,52,981.44
2020,"woman",19,170,92,76,1,81.23,6,19,944.09
2021,"woman",38,165,84,76,1,60.17,4,5,918.36
2021,"woman",24,172,92,75,1,77.87,24,94,827.01
2019,"woman",20,170,102,73,1,52.12,5,45,694.5
2019,"man",36,167,95,72,1,62.62,19,32,623.67
2022,"woman",37,162,87,74,1,74.15,11,29,1037.17
2020,"woman",28,171,103,72,1,55.99,5,46,810.6
2022,"woman",32,174,100,76,1,73.88,20,81,1025.24
2019,"man",30,167,97,73,1,58.76,21,28,651.74
2022,"man",33,166,98,74,1,93.38,12,86,1246.27
2022,"man",41,171,104,76,1,105.66,8,60,1111.46
2020,"woman",24,168,94,74,1,68.51,20,38,784
2020,"woman",28,173,106,NA,1,69,2,22,763.87
2020,"woman",38,167,82,74,1,58.09,15,67,844.69
2020,"woman",22,167,93,73,1,67.76,18,89,1024.38
2021,"woman",30,168,97,79,1,69.73,2,45,673.06
2019,"woman",27,158,89,77,1,63.51,16,15,681.94
2021,"woman",42,169,98,69,1,73.7,3,42,830.47
2022,"woman",21,164,91,74,1,85.72,9,4,1124.52
2020,"woman",37,162,79,73,1,61.87,7,98,955.29
2019,"nonbinary",40,170,99,73,1,57.4,22,63,665.2
2019,"woman",34,178,92,75,1,49.92,5,39,505.62
2020,"woman",44,159,84,75,1,85.79,9,37,1046.53
2022,"woman",18,180,87,76,1,80.4,22,58,930.04
2022,"woman",46,159,96,72,1,69.9,4,42,895.84
2019,"woman",40,159,108,75,1,51.74,8,45,674.18
2022,"man",46,168,87,75,1,71.26,18,33,1095.28
2022,"nonbinary",39,155,96,71,1,89.41,23,4,648.53
2019,"woman",33,174,83,78,1,64.75,12,75,738.99
2022,"man",31,170,94,69,1,74.43,5,80,776.6
2022,"woman",24,161,105,75,1,64.8,13,86,1038.89
2019,"woman",38,161,102,74,1,64.64,9,60,848.24
2022,"woman",30,168,97,74,1,65.99,21,99,907.39
2019,"woman",41,169,94,74,1,64.06,15,77,954.89
2022,"woman",27,166,99,74,1,69.99,13,83,1109.05
2020,"woman",27,170,108,74,1,86.13,0,96,880.6
2021,"woman",29,164,103,73,1,60.09,3,6,776.83
2022,"woman",27,165,91,77,1,72.15,14,14,944.86
2022,"woman",29,173,88,71,1,84.7,19,51,955.13
2021,"man",29,159,98,77,1,67.65,20,25,661.02
2022,"man",32,161,81,77,1,59.18,0,60,589.81
2021,"woman",34,170,106,70,1,72.57,13,17,854.49
2021,"woman",31,163,106,76,1,67.15,16,31,980.59
2021,"woman",22,164,106,73,1,66.75,23,14,775.38
2020,"woman",33,160,101,72,1,82.71,22,6,767.56
2019,"other",22,152,96,75,1,55.1,12,64,552.65
2020,"man",37,169,106,74,1,54.86,22,35,691.67
2019,"woman",32,179,99,70,1,60.68,2,2,487.38
2022,"woman",36,161,93,76,1,64.81,23,52,771.82
2022,"man",22,170,90,77,1,85.45,23,14,875.76
2020,"woman",23,164,101,74,1,61.27,18,52,942.52
2022,"other",41,169,93,71,1,78.4,18,86,1039.09
2022,"woman",19,177,103,73,1,56.76,18,52,910.45
2020,"woman",41,165,88,76,1,46.42,6,28,635.68
2021,"nonbinary",38,167,106,76,1,58.81,13,3,814.77
2019,"man",22,168,94,74,1,70.07,23,93,793.35
2022,"woman",24,173,93,70,1,73.03,21,31,818.19
2019,"man",43,167,93,75,1,65.82,20,53,772.28
2019,"woman",26,163,87,73,1,64.03,24,38,685.83
2021,"woman",27,158,95,73,1,76.22,20,36,822.98
2022,"man",45,177,105,73,1,56.38,23,97,823.06
2021,"woman",29,173,85,75,1,80,3,77,934.97
2021,"woman",26,170,94,72,1,79.41,11,13,1013.94
2020,"woman",33,167,88,74,1,49.43,4,18,731.42
2021,"man",19,169,99,74,1,63.11,20,98,974.3
2020,"woman",24,158,99,71,1,78.25,14,63,919.07
2021,"woman",39,158,95,74,1,72.91,1,18,706.99
2022,"man",46,164,99,75,1,75.45,15,74,1223.34
2020,"woman",40,175,102,75,1,47.34,8,43,887.08
2019,"man",25,162,90,72,1,52.79,15,25,837.63
2021,"woman",32,186,81,77,1,63.67,5,67,532.95
2021,"woman",45,172,86,70,1,66.47,11,38,933.2
2021,"woman",20,171,95,74,1,69.85,11,33,1114.95
2022,"woman",37,162,105,76,1,80.56,11,46,1015.6
2021,"nonbinary",46,162,91,74,1,66.2,5,53,929.8
2021,"woman",19,156,92,74,1,63.58,5,87,842.19
2019,"woman",31,163,90,75,1,63.61,13,31,895.03
2019,"woman",34,164,99,75,1,63.19,2,70,665.48
2019,"woman",19,168,94,76,1,71.75,1,34,624.52
2021,"nonbinary",42,170,96,74,1,70.56,15,91,1001.19
2019,"man",22,168,104,74,1,67.93,2,64,786.61
2020,"woman",21,164,102,74,1,65.31,23,71,818.97
2022,"other",NA,168,82,73,1,77.14,14,9,1041.05
2020,"woman",30,167,92,76,1,66.44,3,76,832
2021,"woman",31,168,92,71,1,76.63,19,24,880.04
2020,"woman",39,168,91,77,1,59.93,19,90,792.31
2019,"woman",33,164,87,74,1,62.72,8,67,814.18
2022,"man",46,176,95,71,1,81.81,11,67,1084.28
2019,"man",38,167,103,74,1,63.38,23,29,617.4
2022,"woman",30,175,100,75,1,75.01,11,34,993.31
2021,"man",25,162,98,72,1,71.92,2,57,718.63
2021,"woman",46,163,101,73,1,71.6,0,11,851.78
2019,"man",42,168,95,72,1,60.48,16,13,705.05
2022,"woman",28,165,77,76,1,67.68,23,44,833.43
2020,"woman",46,164,91,73,1,76.83,21,66,969.52
2021,"woman",26,167,92,71,1,54.65,11,50,937.71
2020,"woman",44,168,97,75,1,69.01,16,65,975.56
2021,"woman",26,168,90,75,1,65.63,18,85,926.17
2019,"woman",25,167,106,71,1,56.73,7,97,696.28
2020,"woman",44,159,91,72,1,64.39,20,44,769.2
2019,"woman",35,178,94,75,1,60.64,9,20,803.28
2021,"man",20,170,98,76,1,71.68,10,7,1013.7
2020,"woman",26,167,97,76,1,48.31,4,16,756.92
2021,"woman",46,166,100,72,1,80.97,4,18,972.09
2019,"nonbinary",43,161,93,71,1,61.36,12,96,771.78
2020,"nonbinary",35,172,90,78,1,50.01,3,94,578.27
2022,"woman",27,161,98,76,1,50.02,15,9,765.94
2022,"other",36,172,104,73,1,86.28,13,92,1112.76
2019,"nonbinary",43,169,82,73,1,49.17,0,98,696.88
2021,"woman",44,160,93,76,1,61.5,18,71,946.14
2020,"woman",43,175,106,75,1,46.06,12,60,812.76
2019,"nonbinary",34,164,92,71,1,71.2,20,32,745.49
2019,"woman",23,176,95,75,1,55.2,24,16,546.08
2019,"woman",46,155,94,72,1,76.15,10,11,724.49
2020,"man",20,159,100,78,1,66.63,15,79,851.25
2020,"man",27,176,96,76,1,68.67,20,78,820.57
2022,"woman",35,168,92,75,1,90.98,5,58,1100.42
2020,"man",30,172,101,75,1,66.86,3,21,762.12
2020,"woman",35,168,93,77,1,67.7,22,19,748.06
2022,"nonbinary",33,163,95,75,1,80.41,4,6,829.81
2021,"woman",45,167,97,77,1,65.09,1,94,869.94
2021,"man",35,172,89,76,1,81.06,10,47,901.71
2022,"nonbinary",29,163,108,73,1,78.74,3,95,1050.21
2021,"woman",32,165,88,NA,1,69.74,15,67,1043.91
2020,"woman",29,169,93,78,1,63.91,1,72,712.79
2022,"woman",20,165,95,73,1,78.9,10,22,1199.96
2019,"woman",19,166,95,74,1,74,5,14,880.62
2020,"nonbinary",28,170,97,75,1,56.07,1,17,606.33
2022,"nonbinary",43,175,99,73,1,69.53,11,52,1020.41
2019,"woman",39,167,101,73,1,52.36,5,68,795.53
2020,"woman",33,165,101,73,1,67.09,5,56,841.26
2019,"man",24,160,91,72,1,56.33,13,49,701.71
2021,"man",37,165,111,75,1,50.23,4,11,748.24
2019,"woman",32,170,101,75,1,62.18,7,17,803.62
2020,"woman",32,167,109,76,1,72.98,20,45,871.4
2022,"woman",19,166,109,73,1,87.83,13,70,1247.57
2019,"woman",21,161,100,73,1,64.25,10,94,804.32
2019,"man",23,173,92,76,1,69.62,19,24,778.83
2019,"woman",29,155,94,73,1,82.77,16,28,841.49
2022,"woman",26,164,98,75,1,80.54,17,4,1046.67
2022,"nonbinary",30,181,76,74,1,86.48,0,11,691.72
2022,"woman",29,162,101,74,1,76.77,8,38,1117.39
2020,"woman",21,168,84,74,1,56.75,11,88,885.8
2022,"woman",23,175,101,75,1,75.23,21,5,909.18
2022,"woman",32,171,86,74,1,63.97,24,67,827.44
2022,"woman",20,172,101,72,1,81.77,7,88,1161.73
2020,"woman",40,163,94,74,1,60.42,16,33,806.23
2022,"woman",33,173,89,74,1,65.21,1,84,817.53
2019,"woman",21,167,103,75,1,58.9,21,54,772.64
2019,"woman",34,165,85,78,1,58.15,18,75,658.56
2021,"woman",45,168,97,73,1,NA,10,18,1034.01
2021,"nonbinary",26,165,90,72,1,88.64,20,28,947.51
2021,"man",33,172,106,75,1,59.6,21,66,828.41
2019,"woman",35,159,92,75,1,54.29,1,2,619.99
2020,"woman",45,175,88,73,1,71.46,8,14,1008.72
2021,"woman",33,167,98,74,1,74.17,10,19,1051.01
2020,"man",21,172,91,72,1,64.16,19,29,806.58
2021,"woman",32,171,85,80,1,69.47,5,4,644.89
2019,"woman",22,166,104,77,1,53.66,15,19,908.78
2021,"woman",21,171,95,76,1,49.2,7,50,854.92
2022,"woman",27,161,91,NA,1,74.41,17,35,920.29
2021,"man",27,163,93,72,1,84.76,11,19,935.68
2022,"other",43,174,93,75,1,73.34,24,39,818.95
2019,"man",45,165,87,73,1,61.94,3,1,663.22
2022,"woman",37,173,95,71,1,92.54,11,43,1055.01
2019,"woman",26,173,94,76,1,72.06,3,1,663.9
2021,"woman",22,171,82,74,1,57.75,18,22,921.05
2022,"woman",37,178,97,75,1,71.05,7,13,810.7
2022,"woman",39,176,94,73,1,76.06,17,94,1001.92
2021,"woman",45,166,95,72,1,64.47,16,95,1096.08
2019,"woman",36,174,88,75,1,47.53,14,27,735.03
2020,"woman",31,168,98,74,1,67.64,3,9,794.16
2020,"woman",37,161,95,72,1,59.45,3,77,739.1
2020,"man",34,181,85,76,1,64.25,17,89,683.45
2019,"woman",25,163,113,77,1,64.58,12,36,777.52
2022,"man",27,165,92,71,1,68.65,21,56,897.02
2020,"woman",43,169,82,73,1,59.33,18,52,826.83
2021,"woman",31,176,111,74,1,75.76,12,80,996.82
2022,"woman",30,175,90,76,1,65.82,10,71,919.85
2019,"woman",23,173,97,76,1,44.69,0,24,501.05
2020,"woman",31,166,96,76,1,86.34,15,77,1036.88
2019,"woman",24,171,106,74,1,47.65,20,79,799.88
2021,"woman",23,174,94,74,1,64.45,9,79,985
2022,"woman",33,169,105,74,1,59.9,1,80,859.45
2019,"man",31,166,107,72,1,81.64,12,57,956.83
2020,"woman",20,167,108,76,1,48.78,6,49,947.27
2020,"man",41,146,104,71,1,53.69,23,58,210.89
2022,"woman",41,166,92,73,1,57.7,0,61,903.02
2020,"nonbinary",47,155,78,74,1,69.06,16,34,910.82
2022,"man",46,171,102,73,1,74.94,22,95,1013.52
2020,"woman",42,170,97,78,1,71.78,13,3,837.4
2020,"nonbinary",22,160,101,75,1,60.5,9,34,824.73
2021,"woman",36,158,98,78,1,56.76,13,64,739.93
2020,"woman",43,171,96,73,1,87.12,16,23,1049.56
2021,"woman",32,164,90,72,1,65.24,23,50,764.86
2020,"woman",38,170,89,74,1,78.28,19,3,927.08
2020,"man",35,174,99,71,1,73.18,23,82,637.01
2022,"woman",30,160,101,75,1,84.62,9,47,1119.45
2022,"man",23,177,97,71,1,73.31,10,15,912.25
2019,"woman",27,178,89,75,1,47.68,8,10,757.01
2021,"woman",47,172,91,74,1,62.28,0,43,765.72
2021,"woman",38,175,88,79,1,37.58,3,30,540.1
2021,"woman",36,173,92,78,1,70.48,5,6,772.38
2019,"man",44,160,97,76,1,48.83,24,93,592.15
2021,"nonbinary",26,172,103,78,1,80.83,12,47,916.14
2022,"man",34,164,91,77,1,78.42,7,28,928.33
2022,"man",21,162,95,75,1,76.29,3,42,979.88
2019,"woman",18,156,89,75,1,64.9,19,31,796.76
2020,"man",36,175,91,72,1,57.73,12,22,718.58
2019,"other",23,171,97,75,1,78.05,15,92,1031.54
2022,"woman",26,168,97,74,1,75.68,7,50,1075.99
2020,"woman",44,162,88,74,1,72.73,9,84,1104.74
2022,"woman",33,162,103,75,1,81.31,22,11,820.05
2022,"woman",29,168,104,74,1,79.86,8,6,1060.84
2021,"woman",47,155,86,75,1,88.45,8,33,942.22
2021,"woman",35,166,107,72,1,55.12,7,9,803.42
2021,"woman",35,173,87,72,1,76.07,0,57,734.98
2021,"woman",43,168,113,77,1,66.02,2,95,765.64
2020,"woman",27,162,88,73,1,60.79,8,2,929.55
2022,"woman",29,176,102,73,1,77.43,22,77,864.37
2020,"man",33,172,105,74,1,80.76,17,41,832.7
2019,"other",42,158,77,73,1,41.81,11,20,598.28
2019,"man",20,183,83,73,1,65.02,7,74,697.11
2019,"woman",41,169,100,73,1,76.78,13,99,1016.44
2020,"woman",33,160,103,74,1,50.84,21,96,724.39
2020,"woman",18,168,100,73,1,68.18,19,5,840.81
2019,"woman",41,168,98,73,1,58.39,8,62,948.73
2022,"woman",45,159,97,72,1,75.71,24,49,766.46
2022,"woman",32,171,108,75,1,54.44,20,91,923.31
2019,"woman",24,171,90,73,1,68.46,16,46,798.13
2019,"woman",29,171,100,73,1,64.17,18,27,790.63
2020,"woman",47,178,89,74,1,65.52,0,78,764.06
2021,"man",31,166,88,75,1,64.21,12,47,938.28
2021,"nonbinary",31,170,89,71,1,65.49,6,29,752.78
2022,"woman",37,180,100,74,1,81.38,1,96,899.79
2022,"woman",22,170,104,75,1,66.83,15,64,939.51
2021,"woman",45,167,106,79,1,86,23,19,690.22
2022,"woman",24,172,85,76,1,67.24,17,10,889.71
2022,"woman",22,168,95,77,1,71.18,11,74,1101.73
2019,"man",43,178,100,76,1,46.16,3,69,675.66
2019,"woman",43,164,93,75,1,53.11,24,23,487.03
2019,"other",36,153,101,71,1,64.79,6,82,560.68
2020,"man",42,167,101,73,1,67.67,8,35,832.68
2022,"woman",43,172,104,75,1,76.7,12,61,1060.21
2021,"woman",45,170,91,73,1,76.82,20,97,1053.88
2022,"other",38,173,101,77,1,62.08,16,75,872.09
2021,"woman",45,162,103,75,1,88.17,15,5,1085.7
2021,"woman",33,177,83,74,1,69.59,20,49,952.85
2021,"man",46,166,90,74,1,74.13,13,80,1057.99
2019,"woman",20,163,89,72,1,63.6,10,87,867.76
2020,"woman",26,169,104,74,1,81.36,4,58,988.46
2022,"man",36,173,97,73,1,70.68,21,34,828.93
2020,"other",37,176,101,69,1,65.59,10,14,663.13
2022,"woman",36,172,102,74,1,62.49,6,2,917.66
2020,"woman",40,162,93,73,1,65.51,23,11,776.05
2022,"woman",31,164,110,73,1,62.14,1,13,831.21
2019,"woman",30,162,91,74,1,NA,13,39,742.62
2020,"woman",31,162,102,74,1,74.42,1,83,853.44
2019,"woman",33,168,101,71,1,76.1,18,38,681.64
2020,"nonbinary",46,166,97,73,1,70.54,9,34,1066.29
2022,"man",39,166,95,75,1,80.04,13,56,1123.58
2020,"woman",39,176,99,75,1,66.61,2,28,724.23
2020,"woman",31,165,84,76,1,64.48,7,72,924.48
2020,"woman",30,178,115,73,1,71.25,19,56,855.49
2020,"other",46,170,100,75,1,84.61,22,42,833.17
2021,"woman",32,175,95,76,1,68.17,14,63,875.06
2019,"woman",36,172,102,72,1,62.05,5,41,694.32
2021,"woman",45,159,100,76,1,86.29,15,42,1143.06
2022,"woman",22,171,99,76,1,60.44,3,43,838.36
2021,"woman",22,169,102,75,1,67.4,7,31,944.01
2021,"other",44,160,97,74,1,60.27,20,15,823.21
2022,"woman",35,159,96,NA,1,95.65,3,72,1107.73
2020,"nonbinary",38,180,105,72,1,70.5,9,45,695.76
2022,"woman",40,169,94,75,1,79.43,8,75,1156.71
2019,"woman",27,164,103,75,1,52.5,21,59,691.96
2019,"woman",31,171,96,77,1,59.45,7,69,840.43
2020,"woman",38,168,95,77,1,69.52,17,47,821.69
2021,"woman",38,170,92,77,1,76.3,18,91,1011.14
2019,"woman",20,167,108,71,1,36.16,9,51,806.58
2021,"man",33,161,97,72,1,82.48,24,15,714.4
2019,"woman",30,166,96,73,1,48.43,11,73,805.09
2021,"man",43,157,100,74,1,66.46,17,82,787.53
2022,"woman",31,168,97,72,1,63.99,5,93,924.66
2022,"woman",32,166,100,75,1,69.59,1,60,799.01
2020,"woman",20,168,78,73,1,51.39,12,4,825.83
2022,"woman",27,166,99,74,1,83.19,23,12,976.22
2021,"woman",40,168,86,74,1,64.87,15,47,1013.06
2020,"woman",33,169,91,71,1,73.53,19,61,791.39
2020,"woman",36,167,97,75,1,74.16,17,65,1053.59
2021,"woman",40,164,98,71,1,80.13,21,26,912.46
2022,"woman",27,165,87,73,1,58.26,15,29,1011.42
2022,"woman",31,170,91,73,1,63.27,4,42,873.58
2019,"man",26,177,92,74,1,62.93,19,1,716.89
2020,"man",33,172,95,75,1,62.62,20,49,859.58
2022,"man",34,168,101,72,1,70.03,7,20,1020.46
2020,"woman",34,165,94,75,1,82.3,1,11,809.05
2021,"woman",35,169,103,77,1,61.76,18,72,853.88
2021,"woman",44,173,99,77,1,56.17,3,52,779.07
2019,"woman",19,169,94,76,1,69.43,9,49,930.72
2019,"nonbinary",22,166,84,76,1,63.4,9,78,820.68
2021,"woman",31,159,92,77,1,54.22,5,65,765.15
2019,"woman",21,180,84,73,1,59.06,22,83,617.76
2021,"man",28,163,96,72,1,62.07,12,96,839.76
2019,"man",29,179,92,74,1,52.99,21,94,554.61
2020,"woman",37,171,89,75,1,70.36,20,67,900.64
2020,"man",43,169,96,75,1,64.68,12,39,867.93
2022,"woman",20,177,88,69,1,77.24,5,59,902.35
2022,"woman",26,166,98,74,1,81.28,19,82,1000.71
2020,"woman",42,172,106,71,1,59.14,21,96,681.74
2020,"woman",30,170,91,69,1,33.32,5,67,601.43
2020,"nonbinary",32,170,91,76,1,63.1,7,90,783.43
2019,"woman",30,175,86,73,1,67.34,17,94,805.6
2019,"woman",22,173,90,74,1,70.2,10,67,914.27
2019,"woman",19,163,95,73,1,58.07,18,28,797.8
2020,"man",46,158,93,73,1,63.96,10,76,802.66
2020,"man",41,165,96,70,1,59.65,6,62,721.52
2019,"woman",19,173,93,75,1,65.05,11,61,1016.09
2020,"man",20,150,91,74,1,63.07,23,9,417.39
2020,"woman",30,164,106,78,1,62.12,15,97,850.06
2022,"woman",30,174,95,75,1,74.62,12,84,1069.63
2022,"woman",29,171,91,73,1,68.24,10,47,902.08
2020,"woman",28,169,94,72,1,52.22,0,73,594.74
2020,"woman",21,169,101,77,1,62.83,3,20,765.28
2021,"woman",31,159,101,75,1,58.22,11,6,848.39
2022,"woman",19,174,89,77,1,73.72,12,74,1002.2
2022,"woman",36,168,95,77,1,70.26,3,82,897.4
2022,"man",41,167,87,76,1,66.12,12,75,1041.7
2021,"woman",32,167,96,76,1,91.09,10,48,1077.48
2021,"woman",21,164,99,73,1,96.08,11,2,1163.3
2019,"nonbinary",33,164,96,76,1,68.81,5,85,759.47
2020,"woman",33,162,86,74,1,74.09,23,72,765.02
2019,"man",20,170,100,77,1,63,12,75,743.61
2022,"woman",22,186,91,75,1,66.03,20,2,645.38
2022,"nonbinary",29,166,98,75,1,76,11,9,1044.59
2021,"woman",29,172,91,74,1,72.49,14,48,1055.02
2019,"woman",44,166,95,70,1,77.24,9,92,984.1
2019,"woman",32,172,87,73,1,47.36,19,68,760.07
2021,"woman",33,174,97,73,1,71.31,2,98,842.82
2019,"woman",24,162,92,75,1,42.12,20,28,659.04
2020,"woman",38,176,97,74,1,79.69,15,10,977.04
2021,"woman",44,169,97,74,1,71.67,18,18,958.29
2019,"woman",27,183,108,71,1,38.5,12,68,427.9
2021,"man",23,169,93,74,1,67.09,13,21,906
2019,"man",33,167,93,73,1,65.03,6,94,813.09
2021,"woman",31,168,96,73,1,58.2,13,91,900.46
2021,"woman",31,170,109,76,1,56.89,7,94,814.79
2019,"woman",44,169,105,76,1,61.9,12,64,970.66
2019,"woman",37,171,103,74,1,57.92,1,0,600.23
2019,"woman",32,165,96,75,1,61.07,22,79,631.44
2022,"woman",45,188,94,75,1,60.25,9,58,651.64
2021,"woman",34,169,90,73,1,85.93,20,19,976.82
2020,"man",37,165,99,74,1,56.37,18,18,856.84
2019,"woman",33,176,94,73,1,57.05,5,3,682.91
2019,"woman",33,167,96,75,1,59.02,7,88,883.87
2022,"woman",19,163,97,72,1,72.69,17,53,1039.34
2021,"woman",35,169,94,76,1,71.63,7,65,936.28
2020,"woman",19,169,106,71,1,54.12,14,19,798.77
2019,"man",28,164,94,71,1,57.82,19,27,638.77
2022,"nonbinary",35,171,96,77,1,68.89,15,86,944.23
2021,"man",39,162,94,76,1,71.02,22,32,817.42
2020,"woman",41,169,92,71,1,59.03,5,86,846.19
2021,"woman",40,164,77,73,1,64.14,2,58,824.34
2022,"woman",47,169,100,74,1,68.84,15,66,1137.94
2019,"woman",37,179,92,74,1,61.09,11,17,647.35
2021,"woman",33,171,96,73,1,52.59,19,75,843.42
2020,"woman",24,172,108,75,1,48.39,7,8,786.96
2021,"woman",24,173,88,71,1,74.29,9,45,938.22
2022,"woman",25,158,95,76,1,76.35,5,39,879.97
2020,"nonbinary",39,162,104,76,1,54.67,24,89,564.41
2019,"woman",18,168,101,75,1,63.66,10,59,890.49
2020,"woman",18,173,106,75,1,85.85,6,60,1169.5
2020,"woman",32,163,93,77,1,59.35,13,18,851.04
2022,"man",36,169,89,76,1,84.24,12,36,1145.84
2022,"woman",21,173,98,74,1,66.07,5,30,994.7
2022,"woman",38,174,97,74,1,80.96,16,81,1019.01
2021,"woman",32,165,87,73,1,68.22,1,49,788.54
2019,"woman",29,179,82,74,1,48.79,12,5,701.79
2021,"man",24,169,95,77,1,81.2,12,23,981.85
2022,"woman",35,172,86,75,1,72.19,22,44,892.79
2022,"woman",25,176,99,75,1,64.97,23,10,809.25
2019,"woman",35,177,98,74,1,83.7,24,49,684.52
2022,"woman",31,176,107,73,1,83.14,24,6,833.07
2021,"man",31,168,91,73,1,69.06,0,96,871.99
2021,"woman",29,170,88,73,1,65.51,16,45,1005.02
2019,"man",26,164,94,73,1,63.79,13,98,788.92
2019,"woman",32,166,91,75,1,44.38,8,22,642.65
2020,"woman",33,168,90,71,1,63.72,22,17,744.59
2021,"other",29,160,102,73,1,67.19,11,80,988.81
2021,"nonbinary",45,166,103,73,1,88.27,13,97,1171.86
2022,"man",23,166,101,77,1,75.97,2,7,725.94
2020,"woman",19,161,83,73,1,56.56,4,29,803.73
2019,"woman",43,179,95,73,1,46.94,19,98,611.59
2022,"woman",41,160,76,73,1,80.56,14,60,1041.6
2022,"woman",29,165,94,74,1,73.63,1,97,877.06
2020,"woman",25,159,99,74,1,55.3,9,32,859.39
2021,"other",20,164,97,77,1,70.59,23,83,940.76
2021,"woman",45,153,87,72,1,76.17,18,61,889.71
2022,"woman",41,168,94,71,1,80.44,22,43,964.71
2020,"woman",19,159,103,75,1,65.67,20,19,835.12
2019,"woman",35,174,95,75,1,63.66,7,21,885.89
2022,"woman",30,167,89,73,1,84.43,10,15,1075.79
2020,"man",47,175,93,69,1,57.67,21,51,635.48
2020,"woman",43,161,105,74,1,80.23,10,99,1080.27
2022,"woman",28,174,102,74,1,85.04,19,28,993.34
2019,"woman",43,180,99,73,1,54.51,21,63,633.06
2022,"woman",25,174,94,72,1,58.07,13,68,887.29
2020,"woman",45,170,91,70,1,65.12,1,45,662.39
2019,"other",43,157,95,75,1,39.97,15,15,571.21
2022,"woman",32,167,105,75,1,75.56,19,64,1039.34
2022,"woman",26,150,91,74,1,74.88,0,69,577.34
2022,"woman",37,164,103,74,1,63.37,13,8,879.06
2022,"woman",27,164,91,72,1,68.79,13,46,1063.31
2021,"woman",37,168,89,76,1,54.63,16,80,855.96
2021,"man",40,158,94,75,1,59.2,3,39,713.39
2022,"nonbinary",37,166,98,72,1,79.77,14,92,1062.05
2021,"woman",41,159,87,76,1,79.17,17,63,897.17
2019,"nonbinary",35,174,89,75,1,60.51,21,17,643.92
2022,"nonbinary",25,166,100,72,1,68.59,5,70,924.16
2019,"woman",32,171,85,75,1,79.2,3,92,866.63
2019,"man",19,167,82,75,1,53.24,8,58,790.13
2019,"man",19,161,96,75,1,59.02,13,65,865.51
2022,"woman",35,169,94,73,1,89.98,22,52,945.85
2021,"nonbinary",36,163,99,73,1,75.44,5,72,853.4
2020,"woman",20,161,86,75,1,42.61,21,71,814.31
2022,"woman",39,163,105,75,1,92.12,24,14,949.83
2022,"man",45,172,101,76,1,70.45,14,19,985.38
2022,"woman",44,167,89,75,1,67.67,15,44,1150.62
2019,"man",28,158,95,72,1,56.01,12,74,786.95
2019,"woman",38,173,89,80,1,61.44,8,58,640.06
2020,"nonbinary",42,164,94,78,1,66.55,4,51,708.21
2020,"man",39,170,94,72,1,69.3,19,42,733.89
2022,"woman",41,161,85,73,1,75.23,5,43,1036.97
2022,"man",39,158,88,75,1,71.84,2,23,737.45
2022,"woman",33,169,92,75,1,85.29,23,83,1023.35
2022,"woman",18,163,96,75,1,71.23,14,71,1229.44
2019,"woman",26,167,104,77,1,44.9,14,88,790.19
2019,"woman",35,168,105,76,1,57.17,2,42,741.06
2019,"woman",22,169,103,75,1,65.81,17,14,909.56
2022,"woman",39,179,100,73,1,79.87,3,48,973.34
2022,"man",40,176,86,78,1,89.89,8,63,886.89
2019,"woman",31,180,107,76,1,49.13,18,77,619.59
2021,"woman",34,165,112,71,1,72.83,21,85,854.82
2022,"woman",20,165,98,76,1,89.26,14,45,1214.44
2022,"woman",34,160,102,73,1,84.25,14,69,1038.82
2020,"woman",32,167,96,71,1,54.66,12,34,807.34
2022,"woman",38,165,97,75,1,81.49,7,35,1159.36
2020,"nonbinary",20,172,91,73,1,83.36,10,8,981.47
2022,"nonbinary",43,167,97,81,1,99.58,21,37,672.16
2020,"man",46,166,93,73,1,80.44,15,49,1053.31
2022,"woman",38,174,86,75,1,70.47,9,51,959.06
2021,"woman",42,178,91,78,1,74.27,2,65,709.14
2021,"woman",33,169,99,73,1,64.44,11,61,990.07
