"","Position","correct","randomiser.6l9g","Trial.Number","out_degree","in_degree","total_degree","Length","Log_Freq_HAL","Ortho_N","Phono_N","Concreteness_Rating","Age_Of_Acquisition","Female"
"4257",2,1,"List2",8,9,10,19,4,8.091,10,19,4.51,6.95,1
"4258",5,0,"List1",5,11,8,19,4,8.977,12,34,3.31,11.58,1
"4259",3,1,"List1",39,13,2,15,5,7.264,3,8,3.93,7.72,0
"4260",4,1,"List2",34,12,0,12,4,8.51,8,14,3.17,3.05,1
"4261",4,0,"List1",10,16,3,19,4,7.148,1,20,3.1,9.26,1
"4262",2,1,"List2",110,11,5,16,5,9.906,7,14,4.03,6.94,0
"4263",3,0,"List1",9,10,1,11,3,8.59,14,26,3.67,4.05,1
"4264",5,0,"List2",95,19,3,22,6,8.515,2,6,3.73,8.076,0
"4265",4,0,"List1",46,12,3,15,5,7.428,4,3,3.24,8.74,0
"4266",5,0,"List1",59,13,11,24,3,8.813,16,20,3.92,8.22,1
"4267",6,0,"List1",72,17,11,28,3,8.307,6,8,4.37,5.79,0
"4268",6,0,"List2",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4269",4,0,"List2",22,11,15,26,3,9.523,10,22,2.89,7.1,0
"4270",2,1,"List2",14,16,9,25,4,8.642,14,30,4.56,5.79,0
"4271",1,1,"List2",25,13,2,15,3,8.758,18,27,4.11,3.15,0
"4272",4,1,"List1",118,16,4,20,5,8.404,4,15,4.42,7.16,1
"4273",3,1,"List2",63,9,15,24,5,8.27,1,10,2.7,8.39,1
"4274",1,1,"List2",49,11,98,109,5,9.179,5,4,3.7,4.22,1
"4275",3,0,"List1",27,11,3,14,5,6.933,2,9,2.59,10.22,1
"4276",2,1,"List1",44,14,5,19,5,6.891,4,5,2.59,10.32,0
"4277",3,1,"List2",63,18,12,30,5,7.993,2,16,3.97,6.11,0
"4278",4,1,"List1",46,9,2,11,4,8.449,16,21,3.52,8.84,0
"4279",6,0,"List1",72,11,3,14,5,6.933,2,9,2.59,10.22,0
"4280",1,1,"List2",115,9,3,12,3,6.601,13,21,3.43,7.94,0
"4281",5,0,"List2",65,18,12,30,5,7.993,2,16,3.97,6.11,0
"4282",2,1,"List1",32,12,9,21,5,8.094,4,2,4.25,7.95,0
"4283",1,1,"List2",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4284",2,1,"List1",92,11,25,36,5,9.821,4,10,4.87,7.68,0
"4285",6,0,"List2",48,9,2,11,4,8.535,12,8,3.85,10.1,0
"4286",4,1,"List1",70,7,33,40,5,8.352,4,15,5,5.26,1
"4287",1,1,"List1",1,8,2,10,4,7.343,8,7,3.93,6.68,1
"4288",4,0,"List2",34,1,10,11,4,8.301,9,12,3.38,8.11,1
"4289",2,0,"List1",98,12,9,21,5,8.094,4,2,4.25,7.95,0
"4290",4,0,"List1",4,12,3,15,5,7.74,1,9,4.34,8.35,0
"4291",2,1,"List1",74,11,2,13,4,9.633,5,13,4.36,7.56,0
"4292",2,1,"List2",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4293",5,1,"List2",35,11,2,13,5,8.276,2,4,2.68,5.33,0
"4294",2,0,"List2",38,14,3,17,5,7.509,5,13,4.68,6.776,0
"4295",2,0,"List1",32,12,17,29,4,10.8,8,8,2.15,4.22,0
"4296",1,1,"List1",97,9,10,19,5,8.793,1,8,3.69,7.746,0
"4297",1,1,"List1",25,13,7,20,4,8.039,14,16,4.72,4.67,0
"4298",5,1,"List1",53,13,33,46,5,10.3,0,11,1.63,7.62,0
"4299",3,1,"List2",87,13,5,18,4,7.291,10,7,3.6,9.58,0
"4300",4,1,"List1",112,16,4,20,5,7.257,5,12,3.96,7.89,1
"4301",3,0,"List2",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4302",4,1,"List1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4303",3,1,"List2",81,11,98,109,5,9.179,5,4,3.7,4.22,0
"4304",6,1,"List1",102,9,59,68,4,9.429,2,31,2.36,4.5,0
"4305",5,1,"List2",53,7,6,13,6,5.565,1,0,4.3,8.05,0
"4306",5,0,"List1",5,11,9,20,5,8.919,0,1,3.64,8.78,0
"4307",2,1,"List1",68,6,8,14,4,8.977,16,25,4.37,5.53,0
"4308",1,0,"List2",115,10,3,13,4,8.331,8,12,3.46,11.05,0
"4309",3,1,"List1",39,9,37,46,5,10.106,8,13,5,4.42,0
"4310",6,1,"List1",102,9,0,9,4,7.456,12,21,3.54,4.53,0
"4311",3,0,"List2",69,14,3,17,4,8.345,12,17,2.89,5.74,0
"4312",5,0,"List2",95,16,104,120,5,10.136,4,5,4.76,3.95,0
"4313",4,1,"List1",16,11,1,12,4,6.763,5,9,2.38,9.28,1
"4314",2,0,"List1",56,13,33,46,5,10.3,0,11,1.63,7.62,0
"4315",4,0,"List1",16,14,20,34,4,10.721,14,34,3.82,5.26,1
"4316",1,1,"List1",7,18,12,30,4,10.294,16,36,2.25,5.55,1
"4317",6,0,"List1",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4318",5,1,"List2",35,9,2,11,4,6.69,5,6,4.39,9.82,0
"4319",2,1,"List2",2,16,9,25,4,8.642,14,30,4.56,5.79,1
"4320",4,0,"List2",88,11,98,109,5,9.179,5,4,3.7,4.22,0
"4321",3,0,"List2",99,10,7,17,4,7.35,6,5,4.43,6.95,1
"4322",5,0,"List1",41,11,25,36,5,9.821,4,10,4.87,7.68,1
"4323",2,1,"List2",44,19,3,22,6,8.515,2,6,3.73,8.076,0
"4324",6,1,"List1",6,15,12,27,4,6.98,15,23,3.96,7.35,0
"4325",4,0,"List2",82,8,4,12,6,8.355,0,7,4.84,4.94,0
"4326",4,0,"List1",88,11,2,13,6,6.56,2,4,3.86,8.18,1
"4327",2,1,"List2",2,14,3,17,5,7.509,5,13,4.68,6.776,0
"4328",6,0,"List2",90,14,6,20,5,8.587,5,7,4.87,4.21,1
"4329",4,1,"List1",40,16,68,84,5,10.88,13,10,4.5,4.76,0
"4330",2,1,"List2",44,15,9,25,4,8.642,14,30,4.56,5.79,1
"4331",5,0,"List2",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4332",6,1,"List2",42,11,11,22,5,7.479,1,3,2.82,6.3,1
"4333",3,1,"List2",63,18,12,30,5,7.993,2,16,3.97,6.11,0
"4334",6,1,"List2",30,9,3,12,3,6.601,13,21,3.43,7.94,0
"4335",3,1,"List2",15,12,1,13,5,7.65,2,10,4.41,9.42,1
"4336",2,0,"List2",38,11,11,22,4,8.371,15,34,3.03,7.47,0
"4337",3,1,"List1",81,16,68,84,5,10.88,13,10,4.5,4.76,1
"4338",2,0,"List1",98,14,3,17,5,9.054,6,11,3.66,6.84,0
"4339",6,0,"List2",36,9,2,11,4,6.69,5,6,4.39,9.82,1
"4340",6,0,"List2",120,10,10,20,4,8.825,12,16,3.4,10.24,0
"4341",6,1,"List1",72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4342",5,0,"List1",17,9,2,11,4,8.449,16,21,3.52,8.84,0
"4343",4,1,"List1",100,16,20,36,5,9.474,3,17,4.93,5.05,1
"4344",2,1,"List2",14,16,9,25,4,8.642,14,30,4.56,5.79,0
"4345",2,0,"List1",74,13,2,15,5,7.264,3,8,3.93,7.72,0
"4346",5,1,"List1",11,11,2,13,6,6.56,2,4,3.86,8.18,0
"4347",4,1,"List1",100,11,12,23,4,8.438,10,27,4.57,6.05,1
"4348",6,0,"List2",108,7,0,7,5,8.659,4,8,2.88,4,1
"4349",3,0,"List1",93,5,2,7,4,6.976,12,11,4.3,5.62,0
"4350",6,0,"List1",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4351",6,0,"List1",78,14,3,17,5,9.437,6,17,3.82,6.72,1
"4352",6,0,"List2",78,9,10,19,4,8.091,10,19,4.51,6.95,0
"4353",4,0,"List1",28,14,14,28,5,8.734,3,8,3.62,8.16,0
"4354",1,1,"List2",31,12,0,12,4,8.51,8,14,3.17,3.05,0
"4355",4,0,"List1",112,17,11,28,4,8.097,12,27,4.85,6.44,0
"4356",5,0,"List1",5,9,19,28,4,6.741,3,15,3.43,5.79,0
"4357",3,0,"List1",63,14,20,34,4,10.721,14,34,3.82,5.26,1
"4358",1,1,"List2",43,12,8,20,4,9.216,10,21,3.79,11.06,0
"4359",5,0,"List2",95,9,2,11,5,6.837,3,8,2.47,8.8,0
"4360",1,1,"List1",67,11,8,19,4,8.371,15,21,3.03,8.05,1
"4361",4,0,"List2",100,12,4,16,6,7.851,1,5,2.46,8.37,0
"4362",4,0,"List2",100,12,4,16,4,6.642,7,11,4.36,6.11,0
"4363",4,0,"List1",112,12,9,21,5,8.094,4,2,4.25,7.95,1
"4364",2,1,"List1",50,10,14,24,5,9.632,6,4,3.12,6.05,0
"4365",5,1,"List2",11,18,12,30,5,7.993,2,16,3.97,6.11,0
"4366",3,1,"List2",21,16,10,26,4,8.728,4,23,4.73,11.05,0
"4367",6,1,"List2",6,14,8,22,5,9.164,2,3,4.81,6.65,1
"4368",4,1,"List1",112,20,2,22,5,8.338,5,11,2.63,8.95,0
"4369",1,0,"List1",19,12,3,15,5,7.428,4,3,3.24,8.74,0
"4370",4,0,"List1",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4371",5,1,"List2",101,10,2,12,5,8.053,2,8,1.86,9,0
"4372",6,0,"List1",30,9,2,11,4,8.449,16,21,3.52,8.84,0
"4373",4,1,"List1",16,15,6,21,5,10.136,8,22,4.7,7.28,1
"4374",3,1,"List2",51,9,10,19,4,8.091,10,19,4.51,6.95,0
"4375",4,1,"List1",100,8,2,10,5,7.277,3,8,4.38,9.28,1
"4376",5,0,"List1",95,13,13,26,5,7.878,2,7,2.82,5.83,0
"4377",4,1,"List1",94,12,5,17,3,8.966,4,3,4.14,9.419,1
"4378",4,1,"List2",64,10,10,20,4,8.825,12,16,3.4,10.24,1
"4379",5,0,"List2",107,18,12,30,5,7.993,2,16,3.97,6.11,0
"4380",5,0,"List2",95,12,1,13,5,7.65,2,10,4.41,9.42,1
"4381",3,0,"List1",45,16,11,27,4,9.609,10,17,4.86,6.37,0
"4382",6,1,"List2",42,16,1,17,4,7.174,14,22,2.04,7.58,0
"4383",4,1,"List2",106,9,3,12,3,9.372,17,30,4.17,7.42,1
"4384",2,1,"List1",50,7,33,40,5,8.352,4,15,5,5.26,0
"4385",6,0,"List2",60,13,4,17,3,9.216,3,14,4.64,7.52,1
"4386",3,1,"List1",99,6,32,38,4,8.443,15,24,2.37,8.05,1
"4387",3,1,"List1",75,12,17,29,4,10.8,8,8,2.15,4.22,1
"4388",4,0,"List1",94,13,11,24,3,8.813,16,20,3.92,8.22,0
"4389",5,0,"List2",89,14,3,17,5,7.509,5,13,4.68,6.776,1
"4390",1,1,"List1",109,15,6,21,5,10.136,8,22,4.7,7.28,0
"4391",6,1,"List1",102,9,10,19,4,8.259,8,7,4.7,7.39,1
"4392",4,0,"List2",118,13,42,55,4,9.524,10,24,3.19,7.56,0
"4393",1,1,"List1",67,15,9,24,5,7.302,4,15,4.4,8.5,0
"4394",3,0,"List1",69,11,13,24,4,8.719,5,11,3.27,6.83,0
"4395",3,0,"List1",105,8,4,12,5,8.3,1,3,3.04,7.79,0
"4396",6,0,"List2",90,12,3,15,5,5.204,2,25,5,9.74,1
"4397",4,1,"List1",40,9,19,28,4,6.741,3,15,3.43,5.79,0
"4398",5,0,"List2",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4399",6,0,"List2",120,4,3,7,5,6.862,3,4,4.57,7.95,0
"4400",6,0,"List1",42,11,13,24,4,8.719,5,11,3.27,6.83,0
"4401",5,1,"List1",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4402",5,1,"List2",47,14,3,17,4,7.567,6,33,3.81,7.58,0
"4403",2,1,"List2",2,13,14,27,5,8.828,4,4,4.7,6.33,0
"4404",4,0,"List2",4,10,8,18,5,8.921,7,13,4,6.94,1
"4405",2,0,"List2",68,11,8,19,5,7.31,2,12,4.86,6.53,0
"4406",6,0,"List2",96,6,17,23,4,9.955,9,13,3.72,7.4,1
"4407",5,1,"List2",59,15,9,25,4,8.642,14,30,4.56,5.79,0
"4408",1,1,"List2",85,13,2,15,5,8.182,2,9,4,8.26,0
"4409",1,1,"List2",67,14,2,16,5,6.652,3,10,3.77,7.63,0
"4410",1,0,"List1",115,10,12,21,5,8.408,4,8,1.86,9.58,1
"4411",2,1,"List2",74,9,4,13,6,7.564,3,3,4.46,10.21,0
"4412",3,0,"List2",75,9,4,13,6,7.564,3,3,4.46,10.21,0
"4413",2,1,"List2",74,14,3,17,4,7.567,6,33,3.81,7.58,1
"4414",1,1,"List1",73,8,5,13,5,9.806,2,4,4,8.53,1
"4415",1,0,"List1",25,6,12,18,5,8.185,4,19,2.89,6.4,0
"4416",3,0,"List2",87,11,8,19,5,7.31,2,12,4.86,6.53,0
"4417",6,0,"List1",84,17,4,21,5,7.026,3,14,4.2,9.89,0
"4418",6,1,"List1",120,16,4,20,5,8.404,4,15,4.42,7.16,0
"4419",6,0,"List1",12,14,20,34,4,10.721,14,34,3.82,5.26,1
"4420",5,0,"List1",35,15,12,27,4,6.98,15,23,3.96,7.35,0
"4421",5,0,"List2",59,14,2,16,5,6.652,3,10,3.77,7.63,0
"4422",6,0,"List1",108,11,12,23,4,8.438,10,27,4.57,6.05,0
"4423",2,1,"List2",14,10,7,17,4,7.35,6,5,4.43,6.95,0
"4424",1,1,"List1",55,18,21,39,4,10.34,8,22,2.54,6.33,0
"4425",1,1,"List1",73,12,9,21,5,9.33,3,8,4.59,8.3,0
"4426",3,0,"List2",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4427",4,1,"List2",10,10,20,30,4,8.747,13,22,3.13,8.79,1
"4428",2,1,"List2",8,11,5,16,5,9.906,7,14,4.03,6.94,0
"4429",1,0,"List1",79,13,11,24,3,8.813,16,20,3.92,8.22,0
"4430",1,0,"List1",73,12,43,55,5,8.321,1,8,4.89,6.53,1
"4431",4,0,"List1",10,3,6,9,3,6.486,13,13,3.63,6.21,1
"4432",6,0,"List2",6,11,32,43,4,7.633,6,12,4.86,8.06,0
"4433",1,1,"List2",43,9,3,12,3,9.372,17,30,4.17,7.42,0
"4434",2,0,"List1",68,16,4,20,5,8.404,4,15,4.42,7.16,0
"4435",4,0,"List1",106,11,8,19,4,8.977,12,34,3.31,11.58,1
"4436",4,0,"List1",52,11,58,69,5,9.72,4,6,4.96,4,1
"4437",1,1,"List1",43,6,32,38,4,8.443,15,24,2.37,8.05,0
"4438",5,1,"List1",107,14,18,32,5,7.529,6,19,4.9,5.53,1
"4439",4,0,"List1",16,9,12,21,5,10.356,1,6,4.3,7.67,0
"4440",1,1,"List2",25,15,21,36,5,8.926,9,16,4.56,7.06,0
"4441",2,1,"List1",8,8,8,18,4,8.259,8,7,3.93,6.95,0
"4442",1,1,"List1",7,5,2,7,4,6.976,12,11,4.3,5.62,0
"4443",5,0,"List1",89,8,2,10,5,6.389,7,4,5,7.84,0
"4444",1,0,"List1",73,11,4,15,4,6.727,4,15,4.61,8.44,0
"4445",4,1,"List2",46,12,0,12,4,8.51,8,14,3.17,3.05,0
"4446",5,0,"List1",23,11,4,15,4,8.079,5,24,3.83,5.55,1
"4447",1,0,"List1",19,11,14,26,4,10.8,9,1,1.87,8.39,1
"4448",2,1,"List2",110,14,2,16,7,6.974,3,5,3.74,7.94,0
"4449",2,0,"List1",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4450",5,0,"List2",47,11,17,28,4,7.65,3,4,2.85,8,1
"4451",3,1,"List1",3,14,4,18,5,8.139,1,4,3.07,8.63,1
"4452",1,1,"List2",97,8,3,11,4,7.92,8,33,4.14,9.12,1
"4453",5,1,"List1",65,16,11,27,4,9.609,10,17,4.86,6.37,0
"4454",4,0,"List2",82,16,104,120,5,10.136,4,5,4.76,3.95,1
"4455",2,0,"List1",62,14,20,34,4,10.721,14,34,3.82,5.26,1
"4456",2,1,"List1",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4457",5,0,"List1",89,8,30,38,3,11.851,5,7,4.37,5.37,0
"4458",1,1,"List2",13,11,8,19,5,7.31,2,12,4.86,6.53,1
"4459",3,0,"List2",99,13,4,17,4,8.345,10,17,2.89,5.74,0
"4460",4,1,"List2",106,11,5,16,5,9.906,7,14,4.03,6.94,0
"4461",3,1,"List2",21,13,8,21,4,9.769,11,12,4.8,7.17,0
"4462",2,0,"List1",92,10,14,24,5,9.632,6,4,3.12,6.05,0
"4463",1,1,"List2",55,13,2,15,3,8.758,18,27,4.11,3.15,0
"4464",3,1,"List2",15,13,5,18,4,7.291,10,7,3.6,9.58,0
"4465",4,0,"List2",34,7,3,10,4,7.682,6,33,4.14,7.58,0
"4466",1,1,"List1",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4467",6,0,"List2",78,14,2,16,5,6.652,3,10,3.77,7.63,1
"4468",4,1,"List2",112,14,10,24,4,8.362,8,11,4,4.83,0
"4469",5,0,"List1",23,12,17,29,4,10.8,8,8,2.15,4.22,0
"4470",5,0,"List2",23,7,2,9,4,6.346,16,31,3.37,8.95,0
"4471",1,1,"List2",109,11,5,16,5,9.906,7,14,4.03,6.94,1
"4472",6,0,"List1",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4473",3,0,"List2",45,14,3,17,5,7.509,5,13,4.68,6.776,1
"4474",2,1,"List1",8,12,6,18,4,8.966,4,3,4.14,9.72,1
"4475",1,0,"List2",49,22,5,27,4,7.594,6,11,2.43,5.5,0
"4476",4,1,"List2",118,10,2,12,5,8.053,2,8,1.86,9,0
"4477",1,1,"List2",85,12,8,20,4,9.216,10,21,3.79,11.06,0
"4478",2,0,"List2",38,14,3,17,4,7.567,6,33,3.81,7.58,0
"4479",4,1,"List1",88,14,5,19,3,7.955,14,26,4.62,5.795,0
"4480",2,1,"List2",68,8,3,11,4,7.92,8,33,4.14,9.12,0
"4481",6,1,"List2",48,11,98,109,5,9.179,5,4,3.7,4.22,0
"4482",4,0,"List1",70,11,58,69,5,9.72,4,6,4.96,4,0
"4483",2,1,"List2",8,9,2,11,5,6.837,3,8,2.47,8.8,0
"4484",3,1,"List2",39,8,22,30,5,7.795,3,14,3.97,5.94,1
"4485",3,0,"List1",39,14,2,16,4,6.989,13,27,4.5,7.6,1
"4486",4,0,"List2",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4487",6,1,"List2",78,11,15,26,3,9.523,10,22,2.89,7.1,0
"4488",1,1,"List1",7,18,15,32,3,9.062,18,23,4.29,7.05,0
"4489",1,1,"List2",55,14,2,16,7,6.974,3,5,3.74,7.94,0
"4490",3,0,"List2",3,7,11,18,4,7.191,14,31,4.68,6.8,1
"4491",6,0,"List1",90,8,2,10,5,6.389,7,4,5,7.84,0
"4492",6,1,"List2",12,11,7,18,5,8.765,3,13,3.19,8.17,1
"4493",6,1,"List1",60,16,3,19,4,7.148,1,20,3.1,9.26,1
"4494",1,1,"List1",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4495",1,1,"List2",37,14,22,36,5,9.685,0,15,4.04,6.25,0
"4496",2,1,"List2",98,14,2,16,7,6.974,3,5,3.74,7.94,0
"4497",6,0,"List2",60,7,9,16,5,6.061,3,8,2.55,9.64,1
"4498",5,0,"List1",53,11,2,13,6,6.56,2,4,3.86,8.18,0
"4499",2,1,"List2",68,8,3,11,4,8.22,13,17,4.9,8.31,0
"4500",5,0,"List1",5,9,12,21,5,10.356,1,6,4.3,7.67,0
"4501",5,1,"List2",47,12,6,18,5,7.363,3,10,4.72,11.05,0
"4502",6,1,"List2",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4503",3,0,"List2",15,19,4,23,5,9.285,3,4,3.74,9.83,0
"4504",2,1,"List2",44,19,14,33,5,8.158,2,9,5,8.47,0
"4505",2,1,"List1",20,15,26,41,4,9.422,9,7,4.96,4.8,1
"4506",2,1,"List1",80,7,33,40,5,8.352,4,15,5,5.26,0
"4507",5,0,"List2",35,12,9,21,5,7.396,1,26,3.29,5.47,1
"4508",5,1,"List1",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4509",2,1,"List1",116,12,31,43,4,7.758,11,13,3.14,4.89,1
"4510",3,0,"List1",39,16,4,20,5,7.257,5,12,3.96,7.89,0
"4511",6,1,"List2",18,12,9,21,5,7.396,1,26,3.29,5.47,0
"4512",4,0,"List2",82,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4513",6,0,"List2",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4514",1,1,"List2",1,13,98,111,4,8.969,15,21,1.97,5.83,1
"4515",6,0,"List2",72,13,14,27,5,8.828,4,4,4.7,6.33,0
"4516",4,0,"List1",94,14,5,19,3,7.955,14,26,4.62,5.795,1
"4517",5,0,"List2",119,7,3,10,4,8.824,11,27,4.67,7.68,0
"4518",3,0,"List2",99,9,10,19,4,8.091,10,19,4.51,6.95,0
"4519",3,1,"List1",69,13,2,15,5,7.264,3,8,3.93,7.72,0
"4520",3,1,"List2",39,10,6,16,4,8.187,6,10,2.79,11.39,1
"4521",5,0,"List1",35,14,3,17,5,9.054,6,11,3.66,6.84,1
"4522",3,1,"List2",99,14,34,48,5,9.76,5,15,2.5,5.47,0
"4523",3,1,"List2",69,10,11,21,4,9.05,11,1,2.41,9.58,0
"4524",3,1,"List1",57,14,3,17,5,9.437,6,17,3.82,6.72,0
"4525",6,0,"List1",24,12,9,21,5,9.33,3,8,4.59,8.3,0
"4526",5,0,"List1",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4527",3,1,"List2",105,9,3,12,3,9.372,17,30,4.17,7.42,1
"4528",4,0,"List1",76,12,36,48,6,10.314,5,15,3.9,7.47,1
"4529",4,0,"List2",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4530",6,1,"List2",78,22,11,33,5,8.571,1,15,4.72,6.42,0
"4531",5,0,"List2",65,14,18,32,4,10.218,12,31,4.34,5.94,1
"4532",4,0,"List1",112,12,3,15,5,7.74,1,9,4.34,8.35,0
"4533",3,0,"List2",105,18,15,33,5,9.311,5,11,4.46,5.61,1
"4534",2,1,"List1",116,13,15,28,5,7.897,2,11,4.07,8.67,0
"4535",4,1,"List2",64,11,5,16,4,6.387,8,11,4.48,9.95,0
"4536",5,1,"List2",101,15,104,120,4,10.136,5,30,4.76,3.95,0
"4537",4,0,"List2",70,13,98,111,4,8.969,15,21,1.97,5.83,0
"4538",2,1,"List2",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4539",4,1,"List2",64,7,11,18,4,7.191,14,31,4.68,6.8,1
"4540",2,0,"List2",62,9,3,12,3,9.372,17,30,4.17,7.42,0
"4541",5,0,"List1",71,14,46,60,3,8.322,9,32,2.52,5.32,0
"4542",3,0,"List1",51,11,2,13,4,8.35,14,13,4,6.94,0
"4543",4,0,"List1",40,6,8,14,4,8.977,16,25,4.37,5.53,1
"4544",4,0,"List2",34,18,12,30,5,7.993,2,16,3.97,6.11,0
"4545",5,0,"List1",89,12,9,21,5,8.094,4,2,4.25,7.95,1
"4546",5,0,"List2",107,22,5,27,4,7.594,6,11,2.43,5.5,0
"4547",5,1,"List1",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4548",3,1,"List2",21,13,98,111,4,8.969,15,21,1.97,5.83,0
"4549",1,1,"List2",85,14,30,44,3,9.767,18,35,1.85,6.74,0
"4550",3,1,"List2",111,10,7,17,4,7.35,6,5,4.43,6.95,1
"4551",4,1,"List1",70,11,14,26,4,10.8,9,1,1.87,8.39,0
"4552",1,1,"List1",7,11,58,69,5,9.72,4,6,4.96,4,1
"4553",2,1,"List1",8,11,1,12,5,6.763,3,3,4.78,7.58,1
"4554",5,0,"List2",59,18,12,30,5,7.993,2,16,3.97,6.11,0
"4555",5,0,"List1",59,16,4,20,5,7.257,5,12,3.96,7.89,0
"4556",5,0,"List1",17,9,10,19,5,8.793,1,8,3.69,7.746,0
"4557",4,0,"List2",46,10,8,18,4,8.498,11,25,4.13,4.95,0
"4558",1,1,"List1",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"4559",3,1,"List2",21,14,6,20,5,8.587,5,7,4.87,4.21,0
"4560",3,0,"List1",105,5,3,8,4,6.762,1,4,3.85,7.3,0
"4561",1,1,"List1",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4562",5,0,"List2",17,14,34,48,5,9.76,5,15,2.5,5.47,0
"4563",6,0,"List2",60,11,5,16,5,9.906,7,14,4.03,6.94,1
"4564",5,0,"List1",77,12,18,30,6,10.954,1,8,4.83,7.06,1
"4565",2,0,"List2",62,11,3,14,4,6.45,3,9,2.27,9.28,0
"4566",6,0,"List1",108,9,20,29,4,7.328,1,8,3.15,7.28,1
"4567",2,1,"List2",20,22,11,33,5,8.571,1,15,4.72,6.42,1
"4568",6,1,"List2",42,13,4,17,6,7.863,1,2,2.61,7.17,1
"4569",5,0,"List1",11,14,5,19,4,7.955,14,16,4.62,4.67,0
"4570",5,0,"List1",71,10,3,13,4,6.933,1,9,1.86,9.28,0
"4571",6,0,"List2",12,10,12,22,5,8.408,4,6,4.14,8.17,1
"4572",6,1,"List1",108,14,10,24,5,8.753,4,8,3.45,7.49,1
"4573",4,1,"List1",70,7,33,40,5,8.352,4,15,5,5.26,0
"4574",4,0,"List1",76,13,15,28,5,7.897,2,11,4.07,8.67,1
"4575",2,1,"List1",68,17,11,28,3,8.307,6,8,4.37,5.79,1
"4576",1,1,"List1",109,14,8,22,5,9.686,1,3,3.75,7.65,1
"4577",1,1,"List1",91,12,43,55,5,8.321,1,8,4.89,6.53,1
"4578",6,0,"List1",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4579",1,1,"List2",43,12,8,20,4,9.216,10,21,3.79,11.06,0
"4580",3,1,"List1",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4581",6,0,"List2",66,9,2,11,4,6.69,5,6,4.39,9.82,0
"4582",1,1,"List1",103,8,5,13,5,9.806,2,4,4,8.53,0
"4583",4,1,"List1",70,18,4,22,5,7.51,3,6,3.66,8.84,1
"4584",4,1,"List1",106,9,37,46,5,10.106,8,13,5,4.42,1
"4585",6,0,"List2",60,8,4,12,6,8.355,0,7,4.84,4.94,0
"4586",6,1,"List1",48,13,118,131,4,11.196,10,23,4.07,5.17,1
"4587",6,0,"List1",96,8,11,19,4,9.745,14,21,4.31,8.63,0
"4588",1,0,"List1",103,8,2,10,5,6.389,7,4,5,7.84,0
"4589",4,0,"List2",82,8,3,11,4,7.92,8,33,4.14,9.12,0
"4590",5,1,"List2",101,13,2,15,4,8.345,12,17,2.89,7.58,1
"4591",1,0,"List1",61,12,3,15,5,7.74,1,9,4.34,8.35,1
"4592",2,1,"List2",68,10,12,22,5,8.408,4,6,4.14,8.17,0
"4593",4,0,"List2",106,10,8,18,6,7.627,0,2,4.56,9,0
"4594",4,0,"List2",10,9,4,13,6,7.564,3,3,4.46,10.21,0
"4595",2,0,"List2",32,11,5,16,4,6.387,8,11,4.48,9.95,0
"4596",1,1,"List1",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"4597",1,1,"List2",7,10,9,19,4,8.371,15,34,3.03,7.47,0
"4598",5,0,"List1",107,15,26,41,4,9.422,9,7,4.96,4.8,0
"4599",6,1,"List1",6,16,4,20,5,8.404,4,15,4.42,7.16,1
"4600",4,1,"List2",106,9,3,12,3,9.372,17,30,4.17,7.42,0
"4601",3,0,"List1",99,18,21,39,4,10.34,8,22,2.54,6.33,0
"4602",4,0,"List1",52,16,3,19,4,7.148,1,20,3.1,9.26,1
