parcelid,logerror,transactiondate
11226693,0.0686,2016-07-15
11671792,0.0354,2016-07-15
12235712,0.0611,2016-07-15
14018674,-0.0111,2016-07-15
10899915,-0.003,2016-07-15
11578473,0.0834,2016-07-15
11184143,-0.0408,2016-07-15
12611825,0.0169,2016-07-15
12177924,-0.008,2016-07-15
11977727,-0.091,2016-07-15
14626883,0.0129,2016-07-15
14678834,0.0109,2016-07-15
11694391,-0.1324,2016-07-15
10719842,0.0305,2016-07-15
13032329,0.1293,2016-07-15
11190614,-0.006,2016-07-15
14457412,-0.2282,2016-07-15
11577225,0.0305,2016-07-15
12809473,0.1638,2016-07-15
12103822,0.0344,2016-07-15
12539482,0.002,2016-07-15
11738949,0.4874,2016-07-15
14730753,-0.005,2016-07-15
14168323,0.0266,2016-07-15
14599428,0.005,2016-07-15
12111187,0.0344,2016-07-15
12757997,0.0592,2016-07-15
11574298,0.0602,2016-07-15
11085733,-0.004,2016-07-15
14489567,0.0843,2016-07-15
12265286,-0.0253,2016-07-15
14413556,0.0,2016-07-15
12015616,0.0218,2016-07-15
10738408,-0.0222,2016-07-15
17172588,-0.079,2016-07-15
14508323,0.001,2016-07-15
13025166,-0.0481,2016-07-15
13853517,-0.005,2016-07-15
14625790,-0.0555,2016-07-15
11819305,0.0421,2016-07-15
12837686,0.1544,2016-07-15
14751369,-0.007,2016-07-15
11616542,0.0139,2016-07-15
11623246,-0.0987,2016-07-15
14035321,-0.0619,2016-07-15
10776038,0.0169,2016-07-15
11571478,0.0807,2016-07-15
14495987,-0.002,2016-07-15
11089068,-0.0243,2016-07-15
12091335,0.0788,2016-07-15
14658964,0.0,2016-07-15
17249192,0.0208,2016-07-15
12462925,-0.0131,2016-07-15
10850512,0.008,2016-07-15
14035796,0.0286,2016-07-15
12229272,0.0344,2016-07-15
12623154,-0.1508,2016-07-15
10916730,-0.044,2016-07-15
10776654,0.3521,2016-07-15
11304941,-0.008,2016-07-15
14462961,0.0658,2016-07-15
13872007,-0.045,2016-07-15
12027284,0.0402,2016-07-15
13061690,0.0305,2016-07-15
12194129,-0.1278,2016-07-15
12617653,-0.005,2016-07-15
12651936,-0.0253,2016-07-15
12541023,-0.0305,2016-07-15
12231898,0.2654,2016-07-15
13882205,-0.0534,2016-07-15
10849298,-0.004,2016-07-15
12231897,-0.0367,2016-07-15
10911293,-0.0101,2016-07-15
12742116,0.0169,2016-07-15
14014809,0.0834,2016-07-15
12464056,0.008,2016-07-15
12805402,-0.0222,2016-07-15
12835082,-0.1154,2016-07-15
14600452,0.0,2016-07-15
14033610,0.0354,2016-07-15
12619058,0.0,2016-07-15
10792824,0.002,2016-07-15
14457729,0.045,2016-07-15
11311857,0.0169,2016-07-15
11853287,-0.0325,2016-07-15
14033813,-0.0377,2016-07-15
12473003,0.0363,2016-07-15
10921008,0.0,2016-07-15
12103335,-0.0192,2016-07-15
12620300,0.0276,2016-07-15
11060564,-0.0305,2016-07-15
11619828,0.0392,2016-07-15
14669384,-0.1779,2016-07-15
12239155,-0.005,2016-07-15
12544059,-0.0834,2016-07-15
11687315,0.0237,2016-07-15
11908648,0.0705,2016-07-15
14632965,-0.1462,2016-07-15
11878727,0.0658,2016-07-15
12865693,0.0488,2016-07-15
10915408,-0.0233,2016-07-15
17266177,0.001,2016-07-15
14067588,0.001,2016-07-15
14664417,0.0639,2016-07-15
11920948,-0.1043,2016-07-15
12602389,0.0507,2016-07-15
11683860,-0.0502,2016-07-15
11343975,0.0325,2016-07-15
11639426,0.145,2016-07-15
14294844,0.0198,2016-07-15
11464826,0.0139,2016-07-15
10767748,-0.0481,2016-07-15
14294895,-0.0408,2016-07-15
14136357,0.0119,2016-07-15
11985094,-0.0315,2016-07-15
17156391,-0.008,2016-07-15
17143357,-0.0202,2016-07-15
12866734,0.0469,2016-07-15
14047789,-0.0212,2016-07-15
12029904,0.0305,2016-07-15
14397399,-0.001,2016-07-15
17296253,0.0714,2016-07-15
12522777,0.0667,2016-07-15
12097628,0.0257,2016-07-15
14664447,-0.005,2016-07-15
14380063,-0.005,2016-07-15
11319459,0.151,2016-07-15
11848628,0.003,2016-07-15
11637607,0.0742,2016-07-15
17150698,0.124,2016-07-15
10855925,-0.078,2016-07-15
14683805,-0.001,2016-07-15
10984971,0.0526,2016-07-15
12095510,-0.2046,2016-07-15
12098725,0.0139,2016-07-15
12853130,0.0169,2016-07-15
12557140,-0.007,2016-07-15
11395260,-0.0305,2016-07-15
13087107,0.0344,2016-07-15
11784583,0.0169,2016-07-15
17210846,-0.0101,2016-07-15
10832808,-0.0202,2016-07-15
12246811,0.007,2016-07-15
13046210,-0.0356,2016-07-15
14606077,0.009,2016-07-15
12564108,-0.0243,2016-07-15
17116778,0.6775,2016-07-15
10742847,-0.003,2016-07-15
12863386,0.004,2016-07-15
11169072,0.003,2016-07-15
12119705,0.0119,2016-07-15
14192455,-0.0121,2016-07-15
14259221,-0.0222,2016-07-15
10906942,0.0149,2016-07-15
12657027,0.01,2016-07-15
13993560,-0.0274,2016-07-15
13049826,0.0,2016-07-15
12394294,-0.0182,2016-07-15
14133372,0.0109,2016-07-15
11549311,0.0459,2016-07-15
12309374,0.1536,2016-07-15
12560684,-0.0325,2016-07-15
14390924,-0.0346,2016-07-15
14123918,-0.0726,2016-07-15
11882533,-0.1839,2016-07-15
11205028,-0.046,2016-07-15
14163914,-0.001,2016-07-15
10881633,0.0898,2016-07-15
11921723,-0.2033,2016-07-15
14482368,0.0573,2016-07-15
12781408,0.0159,2016-07-15
12210571,0.2159,2016-07-15
11346239,-0.0151,2016-07-15
11041624,0.0545,2016-07-15
12486239,0.0129,2016-07-15
14408083,0.0686,2016-07-15
17062726,0.009,2016-07-15
14607725,-0.0182,2016-07-15
14651763,-0.0192,2016-07-15
14675960,0.2135,2016-07-15
11727530,0.0554,2016-07-15
14388932,0.0602,2016-07-15
14286989,-0.0151,2016-07-15
12718271,-0.0356,2016-07-15
12966133,0.0227,2016-07-15
17260851,-0.001,2016-07-15
11205019,0.0354,2016-07-15
12454807,0.0807,2016-07-15
11038952,-0.0555,2016-07-15
14402338,0.1389,2016-07-15
11296323,0.007,2016-07-15
14469146,0.0334,2016-07-15
14676445,0.0257,2016-07-15
13993519,0.0198,2016-07-15
11248481,-0.0294,2016-07-15
12868341,0.001,2016-07-15
11640246,-0.0111,2016-07-15
13094879,-0.1098,2016-07-15
11552142,0.0296,2016-07-15
12778850,-0.0284,2016-07-15
12029877,0.0373,2016-07-15
12212653,-0.0161,2016-07-15
11113909,-0.0694,2016-07-15
17121650,-0.0683,2016-07-15
12971084,0.002,2016-07-15
10795541,-0.0101,2016-07-15
10914910,-0.0284,2016-07-15
10735829,-0.003,2016-07-15
17260753,0.0507,2016-07-15
17084814,-0.112,2016-07-15
14460403,0.002,2016-07-15
10882349,0.006,2016-07-15
10711858,-0.0481,2016-07-15
12305681,-0.002,2016-07-15
17165205,0.0714,2016-07-15
17285943,-0.005,2016-07-15
11432541,-0.0513,2016-07-15
12651583,0.0218,2016-07-15
12603585,-0.0151,2016-07-15
10990221,-0.0704,2016-07-15
11104717,-0.0202,2016-07-15
13077170,0.0257,2016-07-15
13043889,-0.0736,2016-07-15
10902551,-0.1347,2016-07-15
12857292,0.0119,2016-07-15
14373332,0.0592,2016-07-15
11587091,0.0788,2016-07-15
14708844,-0.002,2016-07-15
14325963,0.0218,2016-07-15
11681485,-0.0192,2016-07-15
12221798,0.3757,2016-07-15
11480611,0.0373,2016-07-15
12769038,-0.001,2016-07-15
11396685,0.3031,2016-07-15
11171747,-0.0346,2016-07-15
10908247,0.0286,2016-07-15
14002126,0.007,2016-07-15
11561999,0.0751,2016-07-15
14394014,-0.0171,2016-07-15
14467611,-2.283,2016-07-15
11341787,-0.005,2016-07-15
12555414,0.0286,2016-07-15
17128009,-0.0965,2016-07-15
12995045,0.1035,2016-07-15
11300872,0.006,2016-07-15
11480852,0.0296,2016-07-15
10908852,0.0926,2016-07-15
11488758,0.0695,2016-07-15
12605046,0.1501,2016-07-15
10809186,0.0276,2016-07-15
13899421,-0.046,2016-07-15
14443793,0.0344,2016-07-15
17090279,0.004,2016-07-15
11667232,0.0478,2016-07-15
12432568,-0.0253,2016-07-15
14338340,0.0,2016-07-15
11237355,0.004,2016-07-15
12201900,-0.0608,2016-07-15
12432060,0.0257,2016-07-15
11186233,0.0889,2016-07-15
14326947,-0.0274,2016-07-15
11422600,0.0344,2016-07-15
11613720,0.0159,2016-07-15
11794237,-0.2256,2016-07-15
14396300,0.0459,2016-07-15
14490188,0.002,2016-07-15
14490188,0.002,2016-08-30
10786132,-0.005,2016-07-15
14176220,0.003,2016-07-15
12768227,0.0159,2016-07-15
17289609,-0.0202,2016-07-15
11466613,0.01,2016-07-15
14660683,0.001,2016-07-15
11104089,0.0686,2016-07-15
12022139,0.0564,2016-07-15
12284574,-0.0233,2016-07-15
17105945,0.0583,2016-07-15
14165621,-0.129,2016-07-15
11104472,0.0315,2016-07-15
11425527,0.002,2016-07-15
14596131,0.0733,2016-07-15
11239637,-0.0629,2016-07-15
11635348,0.0383,2016-07-15
12000350,-0.0976,2016-07-15
17273814,0.0402,2016-07-15
14372942,0.0109,2016-07-15
11983739,-0.044,2016-07-15
14604776,0.0889,2016-07-15
10712916,0.0119,2016-07-15
10820846,0.0411,2016-07-15
11012948,0.0286,2016-07-15
14000263,-0.0101,2016-07-15
17211139,-0.0212,2016-07-15
17189863,0.3612,2016-07-15
12043148,0.008,2016-07-15
17255722,-0.0263,2016-07-15
12290428,0.2631,2016-07-15
11703246,-0.0513,2016-07-15
10931674,-0.009,2016-07-15
17176617,-0.0377,2016-07-15
17156084,-0.004,2016-07-15
11620300,0.0208,2016-07-15
10907233,0.062,2016-07-15
11984042,0.1773,2016-07-15
14139613,-0.003,2016-07-15
12448376,0.1044,2016-07-15
12118683,0.0354,2016-07-15
11108937,0.0109,2016-07-15
11047962,0.0315,2016-07-15
14292418,0.0889,2016-07-15
11635330,0.0218,2016-07-15
12018377,0.001,2016-07-15
14503010,0.0227,2016-07-15
12824485,0.006,2016-07-15
10988922,-0.0419,2016-07-15
11341892,-0.0121,2016-07-15
11050189,0.0305,2016-07-15
10834505,0.0431,2016-07-15
11916012,0.0129,2016-07-15
12117526,0.0257,2016-07-15
11612728,0.0354,2016-07-15
12555867,-0.002,2016-07-15
11300328,0.007,2016-07-15
11312951,-0.1381,2016-07-15
11106054,-0.004,2016-07-15
14494567,-0.007,2016-07-15
14597379,0.0392,2016-07-15
11488442,-0.0202,2016-07-15
12220262,0.207,2016-07-15
11043611,-0.008,2016-07-16
17174066,0.0159,2016-07-16
17084902,0.0554,2016-07-16
14671763,-0.0141,2016-07-16
12015311,-0.0408,2016-07-16
12597823,0.005,2016-07-16
11155017,0.0592,2016-07-16
14485763,0.0208,2016-07-16
12669132,-0.001,2016-07-16
14626279,0.01,2016-07-16
12549760,0.0431,2016-07-16
11771535,-0.1416,2016-07-17
14612477,-0.0233,2016-07-17
11723650,0.044,2016-07-17
14431349,0.01,2016-07-17
11625432,0.009,2016-07-17
14069012,0.0119,2016-07-17
12066412,-0.0274,2016-07-17
11150607,-0.009,2016-07-17
14413504,0.0159,2016-07-17
10739291,0.0247,2016-07-18
14164342,0.005,2016-07-18
12337151,0.2021,2016-07-18
14335045,0.0649,2016-07-18
12545908,0.0276,2016-07-18
14275169,0.1007,2016-07-18
17231331,0.0334,2016-07-18
14437522,-0.0747,2016-07-18
10717159,0.01,2016-07-18
17127178,0.002,2016-07-18
11620443,-0.002,2016-07-18
11017948,0.003,2016-07-18
10872168,0.0139,2016-07-18
12817416,0.0421,2016-07-18
12546398,-0.0161,2016-07-18
12242514,-0.0387,2016-07-18
13863340,-0.1827,2016-07-18
12818928,0.0129,2016-07-18
12431606,-0.0325,2016-07-18
11320692,-0.008,2016-07-18
12107240,-0.0151,2016-07-18
11188242,0.0198,2016-07-18
13990220,-0.0877,2016-07-18
14615644,-0.0726,2016-07-18
11047159,0.007,2016-07-18
10832964,-0.2169,2016-07-18
12206572,0.0305,2016-07-18
14722859,0.0592,2016-07-18
14179852,0.0237,2016-07-18
12458240,0.076,2016-07-18
11611730,-0.0694,2016-07-18
12361040,-0.1109,2016-07-18
11032626,-0.0471,2016-07-18
11199938,-0.0192,2016-07-18
13842114,0.0354,2016-07-18
14674303,0.007,2016-07-18
14385425,0.0315,2016-07-18
14311504,0.0411,2016-07-18
14339153,0.0129,2016-07-18
14177732,0.0149,2016-07-18
14231179,0.27,2016-07-18
11277043,-0.0419,2016-07-18
14057200,-0.0202,2016-07-18
14695046,-0.0222,2016-07-18
13076899,0.2469,2016-07-18
12460208,-0.004,2016-07-18
10908860,-0.0866,2016-07-18
12202120,0.0853,2016-07-18
14345516,0.004,2016-07-18
11603728,-0.0243,2016-07-18
10870042,-0.0346,2016-07-18
14460946,0.0488,2016-07-18
11885127,-0.1924,2016-07-18
12211196,-0.0101,2016-07-18
12559811,0.1424,2016-07-18
11975541,-0.079,2016-07-18
17260466,0.4818,2016-07-18
10905162,0.0788,2016-07-18
14614330,0.0227,2016-07-18
11345497,0.0516,2016-07-18
17175627,0.0109,2016-07-18
11532620,0.0354,2016-07-18
12910804,0.1275,2016-07-18
12455214,-0.0598,2016-07-18
13959346,-0.006,2016-07-18
12908288,0.2919,2016-07-18
11686405,0.3336,2016-07-18
14683532,0.0119,2016-07-18
14259587,0.004,2016-07-18
14683542,0.0354,2016-07-18
12020480,-0.361,2016-07-18
17060007,0.044,2016-07-18
13090234,0.0373,2016-07-18
11202898,-0.0346,2016-07-18
14185719,-0.044,2016-07-18
11045935,0.0564,2016-07-18
13835611,0.0129,2016-07-18
13088746,0.007,2016-07-18
11604994,0.1133,2016-07-18
14255905,0.0119,2016-07-18
11886505,-0.0121,2016-07-18
12022545,0.1017,2016-07-18
13948394,-0.0834,2016-07-18
10759361,-0.0294,2016-07-18
13855047,0.008,2016-07-18
11859120,0.0129,2016-07-18
17290024,-0.0325,2016-07-18
10716542,-0.009,2016-07-18
14628938,-0.0263,2016-07-18
17181771,-0.0202,2016-07-18
14722316,-0.0274,2016-07-18
14723725,0.006,2016-07-18
14735712,-0.0305,2016-07-18
14431061,-0.0284,2016-07-18
10759414,-0.0387,2016-07-18
14398725,0.2445,2016-07-18
12340284,-0.0182,2016-07-18
13059893,0.0276,2016-07-18
10900132,0.0119,2016-07-18
17199368,0.0169,2016-07-18
10746056,0.0402,2016-07-18
14336196,0.0237,2016-07-18
12437238,-0.0182,2016-07-18
12809711,0.0779,2016-07-18
12234990,0.2367,2016-07-18
14709520,0.002,2016-07-18
12235752,-0.0965,2016-07-18
10740007,0.0917,2016-07-18
14060619,0.0208,2016-07-18
14309719,-0.004,2016-07-18
11058801,0.0149,2016-07-18
11053091,-0.0336,2016-07-18
10909005,-0.0812,2016-07-18
12022590,0.0649,2016-07-18
12022606,-0.002,2016-07-18
14405175,0.3563,2016-07-18
14268151,0.0611,2016-07-18
14173618,0.0129,2016-07-18
11195610,-0.2095,2016-07-18
14659730,0.0402,2016-07-18
10897932,-0.0315,2016-07-18
12584742,0.002,2016-07-18
12689513,0.0383,2016-07-18
12339407,-0.0998,2016-07-18
12584866,0.0354,2016-07-18
17263164,0.0334,2016-07-18
13851082,-0.0367,2016-07-18
11148813,-0.0202,2016-07-18
11148848,0.0649,2016-07-18
12689031,0.0149,2016-07-18
14665379,0.1007,2016-07-18
11840025,-0.0408,2016-07-18
14310125,0.009,2016-07-18
14735641,0.0247,2016-07-18
13067364,0.0816,2016-07-18
12587574,-0.0888,2016-07-18
14383284,-0.008,2016-07-18
12133436,-0.1924,2016-07-18
11977190,-0.0921,2016-07-18
13894252,0.0935,2016-07-18
10801177,-0.1043,2016-07-18
14668333,-0.0233,2016-07-18
11092807,0.0188,2016-07-18
11669481,0.0862,2016-07-18
14325194,-0.0212,2016-07-18
14286137,0.002,2016-07-18
12844994,-0.0263,2016-07-18
11427972,0.0237,2016-07-18
13015610,0.0421,2016-07-18
14208687,0.01,2016-07-18
14671852,-0.0101,2016-07-18
13003085,-0.1767,2016-07-18
11898111,0.0237,2016-07-18
14601551,-0.0222,2016-07-18
14098778,0.01,2016-07-18
14123683,0.0188,2016-07-18
13893416,-0.2282,2016-07-18
17239871,0.2167,2016-07-18
12878171,-0.145,2016-07-18
14147289,0.0276,2016-07-18
13893718,-0.2944,2016-07-18
14726249,0.004,2016-07-18
17130808,-0.0182,2016-07-18
12887931,0.0573,2016-07-18
14710766,-0.0619,2016-07-18
14242214,-0.0121,2016-07-18
12985227,0.0188,2016-07-18
14351977,-0.0398,2016-07-18
11668362,0.0573,2016-07-18
14011778,0.005,2016-07-18
12981771,0.0459,2016-07-18
11404643,-0.0987,2016-07-18
12111660,-0.0387,2016-07-18
10863363,-0.0629,2016-07-18
14393498,0.0779,2016-07-18
14626013,0.0545,2016-07-18
11155211,0.0247,2016-07-18
10733198,-0.0419,2016-07-18
14324561,-0.0747,2016-07-18
14638772,0.0129,2016-07-18
12285960,0.0402,2016-07-18
12037017,-0.0534,2016-07-18
12943217,-0.0141,2016-07-18
14241346,-0.006,2016-07-18
12741013,-0.0121,2016-07-18
14012922,-0.0141,2016-07-18
11876458,-0.0131,2016-07-18
14232264,0.0,2016-07-18
11089076,0.0639,2016-07-18
14241746,-0.0151,2016-07-18
10922133,-0.2144,2016-07-18
13887426,0.0695,2016-07-18
14406921,-0.0111,2016-07-18
14294229,-0.0151,2016-07-18
14294003,-0.1755,2016-07-18
14350502,0.0392,2016-07-18
17244103,-0.0192,2016-07-18
14098190,0.0188,2016-07-18
12318799,-0.0161,2016-07-18
10941980,-0.7319,2016-07-18
17219555,-0.078,2016-07-18
12118115,0.006,2016-07-18
11304431,-0.0182,2016-07-18
12999276,0.0602,2016-07-18
13901030,-0.0233,2016-07-18
12732171,0.0695,2016-07-18
14642264,0.0169,2016-07-18
14301143,0.0139,2016-07-18
17284254,-0.0233,2016-07-18
11563016,-0.004,2016-07-18
14401708,0.009,2016-07-18
12118218,-0.285,2016-07-18
11425045,0.0545,2016-07-18
12858995,-0.0101,2016-07-18
12858616,-0.0545,2016-07-18
12713772,0.044,2016-07-18
11845523,-0.0202,2016-07-18
10930455,0.1501,2016-07-18
14725660,0.062,2016-07-18
11510496,-0.004,2016-07-18
12479706,0.0315,2016-07-18
14604500,-0.002,2016-07-18
17193472,0.0602,2016-07-18
12879551,-0.0398,2016-07-18
11105221,-0.006,2016-07-18
11425072,-0.0398,2016-07-18
14005239,0.01,2016-07-18
12528417,0.1519,2016-07-18
10793865,0.006,2016-07-18
12931331,0.008,2016-07-18
13010811,-0.2549,2016-07-18
17168723,-0.121,2016-07-18
10853003,0.1931,2016-07-18
11098373,-0.0576,2016-07-18
11262368,-0.0121,2016-07-18
14097664,0.008,2016-07-18
12413161,0.001,2016-07-18
17077922,0.2013,2016-07-18
14487224,0.007,2016-07-18
13931054,0.0695,2016-07-18
13907994,-0.0801,2016-07-18
12158795,0.0,2016-07-18
13980707,0.002,2016-07-18
12276456,-0.0305,2016-07-18
17077914,0.3478,2016-07-18
14609846,0.0169,2016-07-18
14443315,0.0305,2016-07-18
12728141,0.1714,2016-07-18
11100177,-0.007,2016-07-18
10876330,0.2103,2016-07-18
10797373,-0.009,2016-07-18
12165636,-0.0315,2016-07-18
14244066,-0.002,2016-07-18
14401065,-0.0284,2016-07-18
12384225,0.0247,2016-07-18
11107443,0.004,2016-07-18
12960621,0.0109,2016-07-18
10934030,0.0363,2016-07-18
13884714,-0.0222,2016-07-18
11111809,-0.0555,2016-07-18
12508517,-0.0101,2016-07-18
10724897,0.1275,2016-07-18
14068832,-0.0111,2016-07-18
14021051,-0.0161,2016-07-18
12606454,0.1519,2016-07-18
17249429,0.2151,2016-07-18
13976010,0.0208,2016-07-18
12181591,0.0392,2016-07-18
11640492,-0.1087,2016-07-18
12607170,0.0459,2016-07-18
13041262,-0.0315,2016-07-18
11218666,0.6534,2016-07-18
11727739,-0.19,2016-07-18
14707153,0.01,2016-07-18
11640477,-0.4095,2016-07-18
11445488,-0.0429,2016-07-18
12263057,0.0208,2016-07-18
12508921,-0.004,2016-07-18
17221664,0.0411,2016-07-18
12485014,0.0334,2016-07-18
14100971,0.1124,2016-07-18
14265108,-0.0736,2016-07-18
11079963,-0.0233,2016-07-18
14279589,0.0383,2016-07-18
11296024,-0.2472,2016-07-18
11816146,0.1923,2016-07-18
14649097,-0.0523,2016-07-18
17225374,-0.0182,2016-07-18
14464481,0.0188,2016-07-18
12183227,0.1222,2016-07-18
11831348,-0.009,2016-07-18
11839546,-0.1393,2016-07-18
17154151,0.0109,2016-07-18
12896919,0.0237,2016-07-18
17117589,-0.1177,2016-07-18
11620805,-0.0274,2016-07-18
14391000,0.0344,2016-07-18
12071084,-0.0233,2016-07-18
14596615,-0.0976,2016-07-18
11462771,0.0325,2016-07-18
12311083,-0.102,2016-07-18
14643559,0.0159,2016-07-18
14492864,0.002,2016-07-18
12123015,0.0431,2016-07-18
12663260,-0.0471,2016-07-18
14620933,0.0363,2016-07-18
11074084,-0.044,2016-07-18
17225923,0.0198,2016-07-18
13974165,0.0843,2016-07-18
14478927,-0.0202,2016-07-18
14276342,-0.006,2016-07-18
14696103,0.4001,2016-07-18
12249135,0.0469,2016-07-18
14735975,-0.0171,2016-07-18
11539172,0.0315,2016-07-18
14469318,-0.0171,2016-07-18
14322505,0.0109,2016-07-18
17076807,-0.0212,2016-07-18
14607069,0.0935,2016-07-18
13035183,0.002,2016-07-18
12045293,0.0218,2016-07-18
12613262,-0.0294,2016-07-18
12678683,0.0129,2016-07-18
11256235,-0.0566,2016-07-18
17225230,0.0208,2016-07-18
11401893,0.0402,2016-07-18
14656667,0.0139,2016-07-18
12261451,0.2445,2016-07-18
11877672,-0.2345,2016-07-18
12875255,-0.0398,2016-07-18
14727137,-0.0336,2016-07-18
12378302,0.0478,2016-07-18
12509583,0.008,2016-07-18
11229956,0.7125,2016-07-18
17200316,0.1621,2016-07-18
11501507,0.076,2016-07-18
10894267,0.002,2016-07-18
10804506,0.0573,2016-07-18
12891634,-0.0523,2016-07-18
11004895,0.008,2016-07-18
11112086,-0.0429,2016-07-18
13913519,-0.0141,2016-07-18
13936652,0.0119,2016-07-18
14155443,0.008,2016-07-18
12892091,-0.0346,2016-07-18
11159784,-0.003,2016-07-18
10747734,-0.1497,2016-07-18
13938045,0.1714,2016-07-18
14620356,0.8024,2016-07-18
11291079,-0.0651,2016-07-18
13033537,-0.003,2016-07-18
14235596,0.0677,2016-07-18
13032215,0.1647,2016-07-18
12045313,-0.0513,2016-07-18
11169666,0.076,2016-07-19
14475702,0.1053,2016-07-19
14055281,-0.0305,2016-07-19
12453674,-0.0111,2016-07-19
11251365,0.0315,2016-07-19
12726924,0.008,2016-07-19
12393685,0.0119,2016-07-19
12001640,-0.0336,2016-07-19
14049433,-0.0471,2016-07-19
11207095,-0.0377,2016-07-19
10907945,0.0305,2016-07-19
11943620,0.1258,2016-07-19
14095432,0.0667,2016-07-19
14620406,0.0169,2016-07-19
17142375,0.0296,2016-07-19
17201436,-0.006,2016-07-19
10884887,0.0564,2016-07-19
12120480,-0.0534,2016-07-19
12002221,0.0109,2016-07-19
14213544,-0.006,2016-07-19
12406117,0.1106,2016-07-19
11662498,0.007,2016-07-19
11202951,-0.0398,2016-07-19
11529405,0.1458,2016-07-19
14642090,-0.0356,2016-07-19
14422337,-0.0387,2016-07-19
11461401,-0.0325,2016-07-19
12060536,0.077,2016-07-19
11993280,-0.0212,2016-07-19
11485846,-0.0182,2016-07-19
12879058,-0.0101,2016-07-19
17201392,0.01,2016-07-19
12448045,0.004,2016-07-19
11907829,0.0159,2016-07-19
12400822,-0.0866,2016-07-19
11778471,0.1222,2016-07-19
10907301,0.0334,2016-07-19
13997865,0.004,2016-07-19
10932661,0.6302,2016-07-19
12498911,0.01,2016-07-19
11856964,0.0208,2016-07-19
10814413,0.0751,2016-07-19
17085570,0.063,2016-07-19
14394035,-0.009,2016-07-19
12723314,-0.0131,2016-07-19
12387536,-0.1222,2016-07-19
11251100,-0.006,2016-07-19
12863664,0.008,2016-07-19
11463306,0.0935,2016-07-19
17221808,-0.0998,2016-07-19
13995226,-0.009,2016-07-19
14460919,-0.2421,2016-07-19
12399232,-0.0367,2016-07-19
12728837,0.0344,2016-07-19
11146549,-0.007,2016-07-19
10808767,0.002,2016-07-19
17286633,0.0421,2016-07-19
11145790,0.005,2016-07-19
17222496,-0.1031,2016-07-19
12452020,0.006,2016-07-19
12862217,0.007,2016-07-19
14087717,0.0109,2016-07-19
11187317,-0.0523,2016-07-19
17100957,0.1345,2016-07-19
14632972,-0.007,2016-07-19
14071602,-0.0523,2016-07-19
12465522,-0.0629,2016-07-19
14638031,-0.0555,2016-07-19
11250485,-0.0715,2016-07-19
11214494,-0.0608,2016-07-19
12701879,0.0733,2016-07-19
12084793,0.0411,2016-07-19
11190340,0.0373,2016-07-19
17154228,0.0257,2016-07-19
14731119,-0.0161,2016-07-19
11501081,0.0497,2016-07-19
12892198,-0.0121,2016-07-19
17199583,0.1458,2016-07-19
10754762,0.004,2016-07-19
14017398,0.0944,2016-07-19
17145911,-0.0121,2016-07-19
12832708,0.0488,2016-07-19
12832926,0.0363,2016-07-19
11852722,-0.0101,2016-07-19
11182926,0.0149,2016-07-19
11992083,0.007,2016-07-19
14626266,0.009,2016-07-19
11265276,-0.0141,2016-07-19
12438835,0.1923,2016-07-19
11501832,0.0469,2016-07-19
11231811,0.004,2016-07-19
14617817,0.0488,2016-07-19
14032042,-0.0212,2016-07-19
12090697,0.006,2016-07-19
17213716,-0.0284,2016-07-19
14347472,0.0315,2016-07-19
12751085,0.1044,2016-07-19
10800394,0.1089,2016-07-19
11267619,0.0296,2016-07-19
12430977,0.003,2016-07-19
11186969,0.1638,2016-07-19
12430449,0.3415,2016-07-19
11457785,0.0198,2016-07-19
10915505,-0.0419,2016-07-19
12824038,-0.003,2016-07-19
12430193,0.0917,2016-07-19
11915591,0.002,2016-07-19
17147567,-0.0325,2016-07-19
12106506,0.0257,2016-07-19
11869282,-0.2144,2016-07-19
11843465,-0.0212,2016-07-19
12704688,0.0344,2016-07-19
14616470,-0.0171,2016-07-19
12432245,0.0714,2016-07-19
10746393,-0.19,2016-07-19
12749123,0.0188,2016-07-19
14348912,0.0564,2016-07-19
17215729,-0.0502,2016-07-19
14211338,0.009,2016-07-19
14404030,0.2143,2016-07-19
11903915,0.0237,2016-07-19
17206261,0.045,2016-07-19
10913662,-0.0377,2016-07-19
11458216,0.0188,2016-07-19
12429949,0.002,2016-07-19
14628987,-0.1744,2016-07-19
17145599,-0.0758,2016-07-19
12491664,-0.0192,2016-07-19
17226403,0.0705,2016-07-19
10745097,-0.0243,2016-07-19
14222091,-0.3011,2016-07-19
11709443,-0.008,2016-07-19
11211127,0.007,2016-07-19
14466942,-0.0121,2016-07-19
12853240,-0.0471,2016-07-19
12409012,-0.005,2016-07-19
14338354,-0.005,2016-07-19
11931360,0.0944,2016-07-19
11701474,-0.0346,2016-07-19
11509450,0.0247,2016-07-19
17287168,0.0535,2016-07-19
11211477,-0.1256,2016-07-19
12882601,-0.0233,2016-07-19
14057367,-0.003,2016-07-19
14394148,0.002,2016-07-19
17144300,0.0751,2016-07-19
13982819,0.0573,2016-07-19
11159582,0.007,2016-07-19
10953312,0.002,2016-07-19
14041170,0.005,2016-07-19
11778017,0.1815,2016-07-19
11159620,0.0198,2016-07-19
14056674,0.0639,2016-07-19
14338761,-0.0387,2016-07-19
14455442,0.003,2016-07-19
11510711,0.0469,2016-07-19
11489948,-0.008,2016-07-19
14038279,0.0334,2016-07-19
12114673,0.0705,2016-07-19
12114620,-0.1301,2016-07-19
14013698,0.317,2016-07-19
